UID,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Student_Staff_Ratio,Diversity_Index,Students_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,Average_NDVI_median,StudentEnrollment_mean,Staff
19643000000000_2876,19643000000000_2876,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.92,NA,97604,90,NA,NA,NA,61.64,34.92,49.58,29.4,0,1,0,NA,NA,9.38
19734400000000_3012,19734400000000_3012,0.25,0,100,0,0,100,40.14,NA,NA,89,NA,NA,NA,131.07,34.92,54,7.15,0,1,0,NA,NA,13.35
19734400000000_3014,19734400000000_3014,0.25,0,100,0,0,100,39.89,NA,66648,89,NA,NA,NA,95.67,34.92,50.51,29.1,0,1,0,NA,NA,14.36
19734400000000_3016,19734400000000_3016,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.89,NA,66648,89,NA,NA,NA,95.67,34.92,50.51,29.1,0,1,0,NA,NA,14.36
19647700000000_3026,19647700000000_3026,0.25,0,100,0,0,100,38.96,NA,51991,39,NA,NA,NA,56.87,34.92,50.59,34,0,1,0,NA,NA,31.45
33670900000000_3066,33670900000000_3066,0.25,0,96.5,0,3.5,100,38.61,1958,NA,48,NA,NA,NA,57.33,31.72,52.7,35.75,0,1,0,NA,NA,14.08
33670900000000_3067,33670900000000_3067,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.61,1958,NA,48,NA,NA,NA,57.33,31.72,52.7,35.75,0,1,0,NA,NA,14.08
30665300000000_3071,30665300000000_3071,0.25,0,100,0,0,100,35.08,NA,130000,30,NA,NA,42,31.91,22.48,33.24,5.7,0,1,0,NA,NA,15.35
30665300000000_3072,30665300000000_3072,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.08,NA,130000,30,NA,NA,42,31.91,22.48,33.24,5.7,0,1,0,NA,NA,15.35
33671200000000_3158,33671200000000_3158,0.25,0,68.81,0,31.19,100,36.92,1992,67891,49,NA,NA,NA,54,31.72,44.7,26.15,0,1,0,NA,NA,20.38
19643000000000_3253,19643000000000_3253,0.25,0,100,0,0,100,37.77,NA,97604,90,NA,NA,NA,61.64,34.92,49.58,73.85,0,1,0,NA,NA,8.1
19643000000000_3254,19643000000000_3254,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.77,NA,97604,90,NA,NA,NA,61.64,34.92,49.58,73.85,0,1,0,NA,NA,8.1
19643000000000_3255,19643000000000_3255,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.77,NA,97604,90,NA,NA,NA,61.64,34.92,49.58,73.85,0,1,0,NA,NA,8.1
36677100000000_3313,36677100000000_3313,0.25,0,98.58,0,1.42,100,37.47,2006,NA,82,NA,NA,NA,35.54,34.44,42.51,20.85,0,1,0,NA,NA,79.42
36677100000000_3314,36677100000000_3314,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.47,2006,NA,82,NA,NA,NA,35.54,34.44,42.51,20.85,0,1,0,NA,NA,79.42
19643000000000_3331,19643000000000_3331,0.25,0,100,0,0,100,41.05,NA,NA,90,NA,NA,NA,41.82,34.92,59.35,18.3,0,1,0,NA,NA,11.17
19644500000000_3347,19644500000000_3347,0.25,0,100,0,0,100,38.52,NA,NA,75,NA,NA,NA,40.17,34.92,52.96,26,0,1,0,NA,NA,20.58
30103100000000_3451,30103100000000_3451,0.25,0,100,0,0,100,38.84,2018,83403,83,10.64,NA,NA,27.92,22.48,57.04,NA,0,1,0,NA,183.5,17.25
30103100000000_3452,30103100000000_3452,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.84,2018,83403,83,10.64,NA,NA,27.92,22.48,57.04,NA,0,1,0,NA,183.5,17.25
30103100000000_3453,30103100000000_3453,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.91,2018,83403,83,10.64,NA,NA,27.92,22.48,57.04,NA,0,1,0,NA,183.5,17.25
30103100000000_3454,30103100000000_3454,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.09,2018,91263,83,10.64,NA,NA,27.92,22.48,57.04,NA,0,1,0,NA,183.5,17.25
30103100000000_3455,30103100000000_3455,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.09,2018,91263,83,10.64,NA,NA,27.92,22.48,57.04,NA,0,1,0,NA,183.5,17.25
33670800000000_3568,33670800000000_3568,0.25,0,77.04,0,22.96,100,39.23,NA,65323,92,NA,NA,NA,69.41,31.72,26.36,35.4,0,1,0,NA,NA,28.35
30665500000000_3580,30665500000000_3580,0.25,0,100,0,0,100,35.55,NA,122054,32,NA,NA,NA,31.49,22.48,46.49,44.3,0,1,0,NA,NA,7.12
33670900000000_3582,33670900000000_3582,0.25,0,92.8,0,7.2,100,38.29,1959,86344,48,NA,NA,NA,51.79,31.72,52.21,24.95,0,1,0,NA,NA,13.05
19734600000000_3588,19734600000000_3588,0.25,0,98.48,0,1.52,100,38.58,NA,87688,21,NA,NA,NA,26.46,34.92,40.7,6.05,0,1,0,NA,NA,11.55
33671200000000_3626,33671200000000_3626,0.25,0,86.12,0,13.88,100,40.9,2002,63616,49,NA,NA,NA,58.75,31.72,23.97,25.45,0,1,0,NA,NA,55.91
19644500000000_3664,19644500000000_3664,0.25,0,100,0,0,100,38.51,NA,76250,75,NA,NA,NA,50.47,34.92,53.63,36.1,0,1,0,NA,NA,15.82
36678800000000_3665,36678800000000_3665,0.25,0,95.43,0,4.57,100,41.54,NA,NA,88,NA,NA,NA,62.02,34.44,41.96,32.45,0,1,0,NA,NA,14.38
19647700000000_3804,19647700000000_3804,0.25,0,100,0,0,100,38.33,NA,77383,39,NA,NA,NA,65.97,34.92,64.01,30.9,0,1,0,NA,NA,27.69
56726500000000_20,56726500000000_20,0.26,0.61,75.98,0,23.41,100,36.41,1980,83060,60,NA,NA,NA,30.44,26.69,39.38,25.35,0,1,0,NA,NA,18.09
19644500000000_43,19644500000000_43,0.26,0,100,0,0,100,38.89,1952,NA,75,NA,NA,NA,40.17,34.92,52.96,31.15,0,1,0,NA,NA,38.89
54719000000000_54,54719000000000_54,0.26,0,100,0,0,100,39.16,1892,NA,96,NA,NA,NA,45.41,28.45,46.49,23.85,0,1,0,NA,NA,6
56726500000000_85,56726500000000_85,0.26,0,100,0,0,100,34.83,1980,88859,60,NA,NA,NA,40.5,26.69,42.36,22.8,0,1,0,NA,NA,16.35
19102000000000_89,19102000000000_89,0.26,0,99.52,0,0.48,100,37.99,2017,94594,100,151.8,NA,NA,100.97,34.92,41.73,NA,0,1,0,NA,379.5,2.5
19102000000000_90,19102000000000_90,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.99,2017,94594,100,151.8,NA,NA,100.97,34.92,41.73,NA,0,1,0,NA,379.5,2.5
19102000000000_91,19102000000000_91,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.99,2017,94594,100,151.8,NA,NA,100.97,34.92,41.73,NA,0,1,0,NA,379.5,2.5
19645400000000_104,19645400000000_104,0.26,0,97.85,0,2.15,100,34.36,1980,113235,39,NA,NA,NA,22.13,34.92,56.22,30,0,1,0,NA,NA,0.25
19643800000000_120,19643800000000_120,0.26,0,99.28,0,0.72,100,38.17,NA,85972,65,NA,NA,NA,55.22,34.92,45.61,78,0,1,0,NA,NA,2.97
36678400000000_194,36678400000000_194,0.26,0.16,79.74,0,20.1,100,40.05,2004,110833,67,NA,NA,NA,54.02,34.44,39.88,9.75,0,1,0,NA,NA,15.54
36678800000000_261,36678800000000_261,0.26,0,100,0,0,100,40.58,1989,20307,88,NA,NA,NA,68.59,34.44,45.85,41.15,0,1,0,NA,NA,12.14
36678800000000_262,36678800000000_262,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.58,1989,20307,88,NA,NA,NA,68.59,34.44,45.85,41.15,0,1,0,NA,NA,12.14
19648700000000_362,19648700000000_362,0.26,0,99.92,0,0.08,100,38.02,1980,88977,6,NA,NA,NA,90.76,34.92,60.24,39.05,0,1,0,NA,NA,16.45
19648700000000_363,19648700000000_363,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.02,1980,88977,6,NA,NA,NA,90.76,34.92,60.24,39.05,0,1,0,NA,NA,16.45
19644500000000_371,19644500000000_371,0.26,0,100,0,0,100,38.67,1924,NA,75,NA,NA,NA,47.51,34.92,63.18,21.85,0,1,0,NA,NA,7.45
19646300000000_401,19646300000000_401,0.26,0,96.88,0,3.12,100,37.61,NA,66806,49,NA,NA,NA,84.01,34.92,38.19,37.35,0,1,0,NA,NA,13
36678800000000_425,36678800000000_425,0.26,0,70.68,0,29.32,100,38.72,NA,87894,88,NA,NA,NA,75.31,34.44,41.96,21.2,0,1,0,NA,NA,20.66
30666100000000_467,30666100000000_467,0.26,0,97.21,0,2.79,100,36.2,1965,133438,35,NA,NA,NA,39.42,22.48,46.62,8.5,0,1,0,NA,NA,15.82
36678400000000_480,36678400000000_480,0.26,0,99.28,0,0.72,100,40.53,1964,NA,67,NA,NA,NA,56.11,34.44,60.75,21.2,0,1,0,NA,NA,20.68
30736500000000_526,30736500000000_526,0.26,0,98.88,0,1.12,100,37.98,1974,98250,19,NA,NA,NA,14.07,22.48,48.12,8.3,0,1,0,NA,NA,18.55
19734400000000_545,19734400000000_545,0.26,0,100,0,0,100,40.07,1896,31607,89,NA,NA,NA,95.67,34.92,65.3,36,0,1,0,NA,NA,46.95
36678800000000_606,36678800000000_606,0.26,0,96.75,0,3.25,100,41.28,1965,63170,88,NA,NA,NA,90.04,34.44,42.12,33.85,0,1,0,NA,NA,22.3
36678800000000_630,36678800000000_630,0.26,0,98.18,0,1.82,100,39.33,1959,41827,88,NA,NA,NA,123.59,34.44,43.5,31.95,0,1,0,NA,NA,18.21
36678800000000_632,36678800000000_632,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.33,1959,41827,88,NA,NA,NA,123.59,34.44,43.5,31.95,0,1,0,NA,NA,18.21
36678800000000_633,36678800000000_633,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.33,1959,41827,88,NA,NA,NA,123.59,34.44,43.5,31.95,0,1,0,NA,NA,18.21
36678800000000_634,36678800000000_634,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.33,1959,41827,88,NA,NA,NA,123.59,34.44,43.5,31.95,0,1,0,NA,NA,18.21
19645010000000_681,19645010000000_681,0.26,0,100,0,0,100,38.24,NA,75278,84,NA,NA,NA,73.28,34.92,59.34,13.65,0,1,0,NA,NA,NA
19642120000000_687,19642120000000_687,0.26,0,98.58,0,1.42,100,35.7,NA,112500,40,NA,NA,NA,28.55,34.92,58.86,13.8,0,1,0,NA,NA,NA
19647740000000_726,19647740000000_726,0.26,0,100,0,0,100,38.83,NA,58101,0,NA,NA,NA,60.14,34.92,54.21,26.85,0,1,0,NA,NA,NA
33670900000000_789,33670900000000_789,0.26,0,95.93,0,4.07,100,38.21,NA,39659,48,NA,NA,NA,57.33,31.72,52.7,26.1,0,1,0,NA,NA,NA
19644500000000_820,19644500000000_820,0.26,0,97.92,0,2.08,100,38.98,NA,NA,75,NA,NA,NA,50.6,34.92,51.42,NA,0,1,0,NA,NA,NA
19644500000000_821,19644500000000_821,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.98,NA,NA,75,NA,NA,NA,50.6,34.92,51.42,NA,0,1,0,NA,NA,NA
19644500000000_822,19644500000000_822,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.98,NA,NA,75,NA,NA,NA,50.6,34.92,51.42,NA,0,1,0,NA,NA,NA
19645400000000_905,19645400000000_905,0.26,0,100,0,0,100,34.27,1927,113235,39,NA,NA,NA,22.71,34.92,55.79,6.05,0,1,0,NA,NA,22.12
33751800000000_924,33751800000000_924,0.26,0,84.65,0,15.35,100,40.78,1891,87554,64,NA,NA,NA,46.72,31.72,34.3,21.7,0,1,0,NA,NA,62.54
33672000000000_936,33672000000000_936,0.26,0,56.92,0,43.08,100,42.23,2002,NA,69,NA,NA,NA,54.1,31.72,59.35,43.3,0,1,0,NA,NA,13.51
30665200000000_938,30665200000000_938,0.26,0,98.81,0,1.19,100,37.42,NA,144688,66,NA,NA,NA,24.75,22.48,52.02,18.3,0,1,0,NA,NA,11.53
30666200000000_961,30666200000000_961,0.26,0,100,0,0,100,39.79,NA,67891,10,NA,NA,NA,32.73,22.48,41.51,19.45,0,1,0,NA,NA,30.14
30666200000000_962,30666200000000_962,0.26,0,100,0,0,100,39.71,NA,144563,10,NA,NA,NA,32.73,22.48,41.51,19.45,0,1,0,NA,NA,30.14
30665300000000_964,30665300000000_964,0.26,0,98.08,0,1.92,100,33.73,NA,NA,30,NA,NA,42,32.14,22.48,38.03,17.9,0,1,0,NA,NA,19.52
36677400000000_981,36677400000000_981,0.26,0,67.2,0,32.8,100,38.53,NA,55417,49,134.18,NA,NA,24.85,22.48,66.48,NA,0,1,0,NA,610.5,4.55
19648400000000_1035,19648400000000_1035,0.26,0,99.21,0,0.79,100,38.61,NA,117292,81,NA,NA,NA,28.45,34.92,55.98,14.95,0,1,0,NA,NA,11.97
56725400000000_1059,56725400000000_1059,0.26,0,100,0,0,100,35.8,NA,NA,95,NA,NA,NA,57,26.69,37.91,19.65,0,1,0,NA,NA,28.2
19648400000000_1092,19648400000000_1092,0.26,0,100,0,0,100,38.73,NA,95250,81,NA,NA,NA,30.71,34.92,45.84,10.7,0,1,0,NA,NA,6.96
15638300000000_1142,15638300000000_1142,0.26,0,23.59,0,76.41,100,42.05,NA,114760,29,NA,NA,NA,62.2,27.08,27.3,50.3,0,1,0,NA,NA,21.93
15638300000000_1143,15638300000000_1143,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42.05,NA,114760,29,NA,NA,NA,62.2,27.08,27.3,50.3,0,1,0,NA,NA,21.93
33670800000000_1255,33670800000000_1255,0.26,0,95,0,5,100,40.53,NA,73289,92,NA,NA,NA,69.41,31.72,22.39,30.85,0,1,0,NA,NA,73.6
33670800000000_1256,33670800000000_1256,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.53,NA,73289,92,NA,NA,NA,69.41,31.72,22.39,30.85,0,1,0,NA,NA,73.6
19645500000000_1287,19645500000000_1287,0.26,0,97.69,0,2.31,100,39.65,NA,67130,72,NA,NA,NA,35.93,34.92,66.91,11.3,0,1,0,NA,NA,13.24
30665200000000_1294,30665200000000_1294,0.26,0,100,0,0,100,37.76,NA,87857,66,NA,NA,NA,24.75,22.48,52.02,9.2,0,1,0,NA,NA,15.13
19648700000000_1300,19648700000000_1300,0.26,0,99.76,0,0.24,100,37.72,NA,NA,6,NA,NA,NA,41.9,34.92,68.47,22.3,0,1,0,NA,NA,24.46
30666100000000_1309,30666100000000_1309,0.26,0,98.97,0,1.03,100,35.2,NA,149375,35,NA,NA,NA,33.38,22.48,36.79,12.2,0,1,0,NA,NA,12.7
36678800000000_1316,36678800000000_1316,0.26,0,94.1,0,5.9,100,39.14,NA,48940,88,NA,NA,NA,125.36,34.44,51.85,38.75,0,1,0,NA,NA,7.01
56724600000000_1324,56724600000000_1324,0.26,0.4,99.6,0,0,100,33.91,NA,53863,88,NA,NA,NA,50.86,26.69,55.04,29.85,0,1,0,NA,NA,17.18
56724600000000_1326,56724600000000_1326,0.26,0,100,0,0,100,33.91,NA,53863,88,NA,NA,NA,50.86,26.69,55.04,29.85,0,1,0,NA,NA,17.18
30665500000000_1332,30665500000000_1332,0.26,0,98.4,0,1.6,100,33.45,2006,87170,32,NA,NA,NA,32.14,22.48,38.03,14.6,0,1,0,NA,NA,43.91
19102000000000_1375,19102000000000_1375,0.26,0,79.33,0,20.67,100,38.53,1993,66750,100,NA,NA,NA,56.6,34.92,75.08,8.6,0,1,0,NA,NA,5.5
30103100000000_1390,30103100000000_1390,0.26,0,99.41,0,0.59,100,39.71,NA,115774,83,NA,NA,NA,21.41,22.48,43.31,NA,0,1,0,NA,NA,NA
30666500000000_1493,30666500000000_1493,0.26,0,97.92,0,2.08,100,37.84,NA,76020,40,NA,NA,NA,35.92,22.48,51.54,20.45,0,1,0,NA,NA,34.03
56725400000000_1510,56725400000000_1510,0.26,0,92.54,0,7.46,100,33.17,2009,NA,95,NA,NA,NA,38.6,26.69,43.1,13.55,0,1,0,NA,NA,20.4
36678400000000_1514,36678400000000_1514,0.26,0,86.9,0,13.1,100,38.84,2006,NA,67,NA,NA,NA,53.4,34.44,40.62,9.6,0,1,0,NA,NA,8.26
30666500000000_1565,30666500000000_1565,0.26,0,100,0,0,100,38.67,NA,84063,40,NA,NA,NA,36.61,22.48,46.56,9.8,0,1,0,NA,NA,15.23
19648100000000_1589,19648100000000_1589,0.26,0,95.59,0,4.41,100,39.92,NA,NA,68,NA,NA,NA,48.94,34.92,62.96,17.55,0,1,0,NA,NA,16.25
19648100000000_1590,19648100000000_1590,0.26,0,99.67,0,0.33,100,39.71,NA,NA,68,NA,NA,NA,48.94,34.92,62.96,17.55,0,1,0,NA,NA,16.25
54105500000000_1602,54105500000000_1602,0.26,0,89.76,0,10.24,100,40.96,2000,NA,43,47.09,NA,NA,39.27,28.45,59.07,NA,0,1,0,NA,259,5.5
54105500000000_1603,54105500000000_1603,0.26,0,95.65,0,4.35,100,40.84,2000,NA,43,47.09,NA,NA,39.27,28.45,59.07,NA,0,1,0,NA,259,5.5
54105500000000_1605,54105500000000_1605,0.26,0,58.33,0,41.67,100,40.97,2000,NA,43,47.09,NA,NA,39.27,28.45,59.07,NA,0,1,0,NA,259,5.5
54105500000000_1610,54105500000000_1610,0.26,0,100,0,0,100,40.96,2000,NA,43,47.09,NA,NA,39.27,28.45,59.07,NA,0,1,0,NA,259,5.5
19646300000000_1613,19646300000000_1613,0.26,0,100,0,0,100,37.64,NA,NA,49,57.24,NA,NA,85.79,34.92,40.22,NA,0,1,0,NA,715.5,12.5
19647200000000_1633,19647200000000_1633,0.26,0,100,0,0,100,38.85,NA,NA,71,NA,NA,NA,53.28,34.92,60.86,31.95,0,1,0,NA,NA,16.2
19647200000000_1634,19647200000000_1634,0.26,0,97.67,0,2.33,100,38.79,NA,NA,71,NA,NA,NA,53.28,34.92,60.86,31.95,0,1,0,NA,NA,16.2
19647200000000_1635,19647200000000_1635,0.26,0,100,0,0,100,38.91,NA,74205,71,NA,NA,NA,53.28,34.92,60.86,31.95,0,1,0,NA,NA,16.2
19647200000000_1643,19647200000000_1643,0.26,0,100,0,0,100,38.98,NA,NA,71,NA,NA,NA,46.47,34.92,73.31,40.1,0,1,0,NA,NA,14.08
19647200000000_1644,19647200000000_1644,0.26,0,100,0,0,100,38.86,NA,NA,71,NA,NA,NA,46.47,34.92,73.31,40.1,0,1,0,NA,NA,14.08
19647200000000_1645,19647200000000_1645,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.98,NA,NA,71,NA,NA,NA,46.47,34.92,73.31,40.1,0,1,0,NA,NA,14.08
30666500000000_1647,30666500000000_1647,0.26,0,100,0,0,100,38.52,2005,153030,40,NA,NA,NA,23.31,22.48,44.35,5.2,0,1,0,NA,NA,16.19
30666500000000_1649,30666500000000_1649,0.26,0,100,0,0,100,38.61,2005,153030,40,NA,NA,NA,23.31,22.48,44.35,5.2,0,1,0,NA,NA,16.19
36678800000000_1718,36678800000000_1718,0.26,0,100,0,0,100,40.33,NA,NA,88,NA,NA,NA,95.94,34.44,55.23,44.6,0,1,0,NA,NA,12.98
30665200000000_1735,30665200000000_1735,0.26,0,98.18,0,1.82,100,37.3,1998,131563,66,NA,NA,NA,36.99,22.48,42.28,25.3,0,1,0,NA,NA,10.27
54722300000000_1743,54722300000000_1743,0.26,0,98.77,0,1.23,100,39.64,NA,71853,50,NA,NA,NA,71.67,28.45,46.59,15.95,0,1,0,NA,NA,10.96
19645300000000_1821,19645300000000_1821,0.26,0,98.5,0,1.5,100,38.73,NA,66759,76,NA,NA,NA,60.9,34.92,55.83,32.7,0,1,0,NA,NA,10
36677100000000_1843,36677100000000_1843,0.26,0,98.57,0,1.43,100,39.99,NA,59300,82,NA,NA,NA,49.37,34.44,43.11,22.35,0,1,0,NA,NA,15.4
56725400000000_1860,56725400000000_1860,0.26,0,100,0,0,100,34.3,NA,65987,95,NA,NA,NA,32.55,26.69,27.61,35.15,0,1,0,NA,NA,19.63
19646900000000_1865,19646900000000_1865,0.26,0,99.38,0,0.62,100,37.97,NA,125949,90,NA,NA,NA,62.79,34.92,52.84,9.85,0,1,0,NA,NA,17.49
30665200000000_1866,30665200000000_1866,0.26,0,100,0,0,100,37.42,NA,89922,66,NA,NA,NA,38.91,22.48,41.2,60.55,0,1,0,NA,NA,25.09
30647700000000_1928,30647700000000_1928,0.26,0,99.92,0,0.08,100,38.11,NA,118125,0,NA,NA,NA,41.88,34.92,44.38,NA,0,1,0,NA,NA,NA
30647700000000_1929,30647700000000_1929,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.11,NA,118125,0,NA,NA,NA,41.88,34.92,44.38,NA,0,1,0,NA,NA,NA
30666100000000_1955,30666100000000_1955,0.26,7.73,85.02,3.86,3.38,100,34.85,NA,124745,35,NA,NA,NA,40.91,22.48,42.7,10.65,0,1,0,NA,NA,14.53
36678800000000_2108,36678800000000_2108,0.26,0,97.37,0,2.63,100,40.05,NA,38361,88,NA,NA,NA,67,34.44,52.53,33.3,0,1,0,NA,NA,11.23
54720700000000_2132,54720700000000_2132,0.26,0,98.81,0,1.19,100,40.09,NA,38515,0,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0,NA,NA,NA
30664700000000_2135,30664700000000_2135,0.26,0,96.58,0,3.42,100,36.95,NA,74750,54,NA,NA,NA,50.98,22.48,43.48,NA,0,1,0,NA,NA,NA
42767900000000_2161,42767900000000_2161,0.26,0,100,0,0,100,35.42,NA,NA,62,NA,NA,NA,48.54,24.3,45.72,NA,0,1,0,NA,NA,NA
16101700000000_2199,16101700000000_2199,0.26,0,100,0,0,100,39.89,1909,33500,100,NA,NA,NA,108.13,42.51,45.58,NA,0,1,0,NA,NA,NA
54720700000000_2252,54720700000000_2252,0.26,0,100,0,0,100,40.16,NA,38515,0,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0,NA,NA,NA
54720700000000_2253,54720700000000_2253,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.16,NA,38515,0,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0,NA,NA,NA
33751800000000_2286,33751800000000_2286,0.26,0,82.02,0,17.98,100,39.04,NA,87554,64,NA,NA,NA,37.38,31.72,41.92,NA,0,1,0,NA,NA,NA
54720700000000_2300,54720700000000_2300,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.16,NA,38515,0,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0,NA,NA,NA
54720700000000_2301,54720700000000_2301,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.16,NA,38515,0,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0,NA,NA,NA
19649200000000_2318,19649200000000_2318,0.26,0,100,0,0,100,34.45,NA,NA,0,NA,NA,NA,20.23,34.92,40.91,NA,0,1,0,NA,NA,NA
19649200000000_2319,19649200000000_2319,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.45,NA,NA,0,NA,NA,NA,20.23,34.92,40.91,NA,0,1,0,NA,NA,NA
19643800000000_2429,19643800000000_2429,0.26,0,100,0,0,100,38.54,2017,66106,65,NA,NA,NA,36.66,34.92,37.57,NA,0,1,0,NA,NA,NA
36679600000000_2431,36679600000000_2431,0.26,0,84.18,0,15.82,100,39.71,NA,25863,77,NA,NA,NA,38.8,34.44,34.54,NA,0,1,0,NA,NA,NA
56739400000000_2439,56739400000000_2439,0.26,0,81.66,0,18.34,100,39.73,2010,63611,34,NA,NA,23,30.68,26.69,49.44,NA,0,1,0,NA,NA,NA
36679600000000_2440,36679600000000_2440,0.26,0,96.55,0,3.45,100,39.67,NA,25863,77,NA,NA,NA,38.8,34.44,34.54,NA,0,1,0,NA,NA,NA
19644500000000_2486,19644500000000_2486,0.26,0,100,0,0,100,38.89,NA,NA,75,NA,NA,NA,50.6,34.92,51.42,NA,0,1,0,NA,NA,NA
19647700000000_2495,19647700000000_2495,0.26,0,97.85,0,2.15,100,37.91,NA,87710,39,NA,NA,NA,41.88,34.92,44.38,6.9,0,1,0,NA,NA,10.23
56726000000000_2503,56726000000000_2503,0.26,0,99.04,0,0.96,100,40.08,NA,67768,60,NA,NA,NA,38.86,26.69,42.69,NA,0,1,0,NA,NA,NA
33670800000000_2512,33670800000000_2512,0.26,0,100,0,0,100,41.1,NA,67721,92,NA,NA,NA,68.63,31.72,34.06,NA,0,1,0,NA,NA,NA
19644400000000_2541,19644400000000_2541,0.26,0,99.8,0,0.2,100,38.61,NA,129250,70,NA,NA,NA,52.36,34.92,40.4,NA,0,1,0,NA,NA,NA
19644400000000_2542,19644400000000_2542,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.61,NA,129250,70,NA,NA,NA,52.36,34.92,40.4,NA,0,1,0,NA,NA,NA
36679000000000_2544,36679000000000_2544,0.26,0,100,0,0,100,37.17,NA,81016,0,NA,NA,NA,68.91,34.44,57.52,NA,0,1,0,NA,NA,NA
30664700000000_2576,30664700000000_2576,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,36.95,NA,74750,54,NA,NA,NA,50.98,22.48,43.48,NA,0,1,0,NA,NA,NA
30665100000000_2603,30665100000000_2603,0.26,0,99.6,0,0.4,100,38.05,NA,97875,27,NA,NA,NA,31.4,22.48,50.2,15.55,0,1,0,NA,NA,17.7
33671200000000_2617,33671200000000_2617,0.26,0,90.91,0,9.09,100,39.98,1990,99357,49,NA,NA,NA,56.33,31.72,28.62,13.9,0,1,0,NA,NA,22.34
33670900000000_2627,33670900000000_2627,0.26,0,94.83,0,5.17,100,37.91,NA,71667,48,NA,NA,NA,54.35,31.72,62.83,62,0,1,0,NA,NA,10.52
33669900000000_2735,33669900000000_2735,0.26,0,96.4,0,3.6,100,38.6,NA,46500,89,NA,NA,NA,60.02,31.72,51.47,34.4,0,1,0,NA,NA,10.84
36677100000000_2740,36677100000000_2740,0.26,0,98.71,0,1.29,100,39.03,NA,NA,82,NA,NA,NA,62.8,34.44,48.37,23.15,0,1,0,NA,NA,18.63
30666200000000_2744,30666200000000_2744,0.26,0,100,0,0,100,38.05,NA,120586,10,NA,NA,NA,32.91,22.48,56.41,23.7,0,1,0,NA,NA,40.92
56724600000000_2776,56724600000000_2776,0.26,0,99.82,0,0.18,100,35.05,NA,93229,88,NA,NA,NA,52.26,26.69,42.64,24.7,0,1,0,NA,NA,26.67
19753400000000_2778,19753400000000_2778,0.26,0,100,0,0,100,34.21,NA,169403,22,NA,NA,NA,16.47,34.92,49.83,7.25,0,1,0,NA,NA,23.58
