Order,UID,School_ID,CDS_Code,char_prem_id,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,StudentEnrollment_mean,Staff,Student_Staff_Ratio,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,EEM,EE_Retrofit_Type,retrofit,ndvi_median_binary,retrofit_and_ndvi,Average_NDVI_median
109,1610000000000_119,1610000000000_119,1.6126E+12,2939477493,0.13,0,100,0,0,100,25.82,1950,158750,NA,NA,16.57,NA,NA,NA,20.47,19.56,33.02,13.95,NA,NA,0,0,0,NA
110,1610000000000_120,1610000000000_120,1.6126E+12,2939480622,0.17,0,98.88,1.02,0.1,100,24.17,1940,208906,NA,NA,14.9,NA,NA,NA,31.66,19.56,30.32,6.7,NA,NA,0,0,0,NA
111,44700000000000_121,44700000000000_121,4.4698E+13,2955554168,0.15,16.81,77.82,0,5.36,100,24.35,2004,133482,89,NA,14.76,NA,NA,NA,56.91,53.65,44.73,35.45,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
112,6620000000000_122,6620000000000_122,6.61622E+12,3043581573,0.15,0,100,0,0,100,29.67,2008,85290,NA,NA,8.05,NA,NA,NA,NA,NA,NA,28.05,NA,NA,1,0,0,NA
113,6620000000000_123,6620000000000_123,6.61622E+12,3043582616,0.15,NA,NA,NA,NA,NA,29.67,2008,85290,NA,NA,8.05,NA,NA,NA,NA,NA,NA,28.05,NA,NA,1,0,0,NA
114,57700000000000_124,57700000000000_124,5.77269E+13,3053867864,0.19,0,98.69,0,1.31,100,29.93,NA,97778,78,NA,9.91,NA,NA,NA,52.82,64.45,49.08,30.7,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
115,57700000000000_125,57700000000000_125,5.77269E+13,3053868907,0.19,NA,NA,NA,NA,NA,29.93,NA,97778,78,NA,9.91,NA,NA,NA,52.82,64.45,49.08,30.7,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
116,57700000000000_126,57700000000000_126,5.77269E+13,3053869950,0.19,NA,NA,NA,NA,NA,29.93,NA,97778,78,NA,9.91,NA,NA,NA,52.82,64.45,49.08,30.7,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
117,57700000000000_127,57700000000000_127,5.77269E+13,3053870993,0.19,NA,NA,NA,NA,NA,29.93,NA,97778,78,NA,9.91,NA,NA,NA,52.82,64.45,49.08,30.7,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
118,43700000000000_128,43700000000000_128,4.36967E+13,3056522306,0.08,0,100,0,0,100,29.39,NA,57049,59.5,NA,8.86,NA,NA,NA,79.07,52.82,38.68,36.45,HVAC- VAV System,HVAC,0,0,0,NA
119,7620000000000_129,7620000000000_129,7.61797E+12,3162126421,0.18,0,83.47,11.45,5.09,100,25.53,1960,82857,NA,NA,5.02,NA,NA,NA,50.51,21.42,40.85,19.2,NA,NA,0,0,0,NA
120,43700000000000_130,43700000000000_130,4.369427e+13,3251860657,0.11,0,99.2,0,0.8,100,28.74,1975,129904,NA,4564.5,NA,NA,NA,464,32.76,52.82,25.85,16.35,HVAC- VAV System,HVAC,0,0,0,NA
121,43700000000000_131,43700000000000_131,4.36942E+13,3283170106,0.13,0,99.84,0,0.16,100,29.07,1962,142162,9,NA,9.93,NA,NA,NA,16.56,52.82,21.23,4.65,HVAC- VAV System,HVAC,0,0,0,NA
122,43700000000000_132,43700000000000_132,4.36942E+13,3283171149,0.13,0,100,0,0,100,28.83,1957,236324,33,NA,9.64,NA,NA,NA,11.12,52.82,28.54,12.75,HVAC- VAV System,HVAC,0,0,0,NA
123,43700000000000_133,43700000000000_133,4.36942E+13,3283173235,0.16,0,100,0,0,100,27.21,1957,213906,2.5,NA,14.49,NA,NA,NA,8.54,52.82,33.59,2.5,HVAC- VAV System,HVAC,0,0,0,NA
124,43700000000000_134,43700000000000_134,4.36942E+13,3283180536,0.13,0,97.04,0,2.96,100,29.58,1957,175385,7,NA,15.5,NA,NA,NA,13.09,52.82,32.31,2.5,HVAC- VAV System,HVAC,0,0,0,NA
125,1750000000000_135,1750000000000_135,1.75093E+12,3437568255,0.12,NA,NA,NA,NA,NA,28.2,2005,250000,NA,NA,20.2,NA,NA,NA,32.04,19.56,30.77,2.1,NA,NA,0,0,0,NA
126,7620000000000_136,7620000000000_136,7.61762E+12,3510607327,0.12,0,99.19,0,0.81,100,29.67,2007,129760,NA,NA,19.81,NA,NA,NA,76.81,21.42,33.06,16.75,NA,NA,0,0,0,NA
127,23700000000000_137,23700000000000_137,2.3656E+13,3529745834,0.25,4.62,30.65,9.95,54.78,100,18.43,2003,66500,60,NA,18.91,NA,NA,NA,21.59,36.2,29.06,39.95,Lighting- Interior Fixture Retrofit,Lighting,1,1,1,NA
128,42700000000000_138,42700000000000_138,4.26912E+13,3649868156,0.12,0,97,0,3,100,27.67,2004,79000,80,NA,30.24,NA,NA,NA,54.4,51.99,33.7,29.45,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
129,28700000000000_139,28700000000000_139,2.86627E+13,3675927659,0.17,2.15,97.85,0,0,100,27.52,1976,55938,85.5,NA,11.12,NA,NA,NA,43.69,40.35,46.85,28.6,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
130,15100000000000_140,15100000000000_140,1.51016E+13,3722493661,0.16,0,80.88,0,19.12,100,33.27,2011,49594,83,822,54.75,15.01,NA,NA,41.66,27.08,44.41,NA,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
131,28700000000000_141,28700000000000_141,2.86627E+13,3737935220,0.15,0,100,0,0,100,29.33,2017,133214,85.5,NA,7.11,NA,NA,NA,37.4,40.35,38.37,33.5,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
132,28700000000000_142,28700000000000_142,2.86624E+13,3747215642,0.2,0,89,0,11,100,28.99,1930,95994,75.5,NA,12.82,NA,NA,NA,36.71,40.35,27.15,10.9,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
133,28700000000000_143,28700000000000_143,2.86627E+13,3769224852,0.13,0,99.25,0,0.75,100,29.95,2003,90714,42,NA,2,NA,NA,NA,42.44,40.35,46.33,20.55,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
134,10800000000000_144,10800000000000_144,1.07523E+13,3783055344,0.13,0,100,0,0,100,31.98,1951,34750,86.5,NA,21.95,NA,NA,NA,45.47,29.25,52.37,48.95,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
135,16700000000000_145,16700000000000_145,1.673932e+13,3783077247,0.1,NA,NA,NA,NA,NA,34.95,NA,59024,NA,NA,NA,NA,NA,NA,45.07,42.51,20.5,25.95,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
136,16700000000000_146,16700000000000_146,1.673932e+13,3783078290,0.1,NA,NA,NA,NA,NA,34.95,NA,59024,NA,NA,NA,NA,NA,NA,45.07,42.51,20.5,25.95,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
137,16700000000000_147,16700000000000_147,1.673932e+13,3783079333,0.1,NA,NA,NA,NA,NA,34.95,NA,59024,NA,NA,NA,NA,NA,NA,45.07,42.51,20.5,25.95,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
138,16700000000000_148,16700000000000_148,1.67393E+13,3783081419,0.11,0,95.23,0,4.77,100,34.15,1992,41255,60,NA,0.09,NA,NA,NA,45.07,42.51,20.5,NA,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
139,16700000000000_149,16700000000000_149,1.67393E+13,3783086634,0.09,0,97.28,0,2.72,100,35.05,1939,37056,92.5,NA,27.97,NA,NA,NA,45.07,42.51,20.5,19.2,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
140,28700000000000_150,28700000000000_150,2.86627E+13,3797875903,0.15,0.8,99.2,0,0,100,28.58,1949,82000,56,NA,13.62,NA,NA,NA,48.15,40.35,38.35,14.9,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
141,24700000000000_152,24700000000000_152,2.46576E+13,3923164350,0.2,0,81.63,0,18.37,100,29.14,1953,58750,37.5,NA,30.06,NA,NA,NA,80.7,37.03,54.66,9.7,HVAC Controls- Energy Management System,HVAC,0,0,0,NA
142,43700000000000_153,43700000000000_153,4.36967E+13,3970495881,0.09,0,100,0,0,100,29.33,NA,77813,78,NA,11.88,NA,NA,NA,63.73,52.82,52.87,28.45,HVAC- VAV System,HVAC,0,0,0,NA
143,43700000000000_154,43700000000000_154,4.369666e+13,3970508397,0.14,0,100,0,0,100,28.13,1992,138295,NA,1288,NA,NA,NA,220,29.98,52.82,38.78,18.9,HVAC- VAV System,HVAC,0,0,0,NA
144,43700000000000_155,43700000000000_155,4.36967E+13,3970520913,0.14,0,100,0,0,100,27.92,1930,177639,37,NA,9.94,NA,NA,NA,28.01,52.82,28.94,11.6,HVAC- VAV System,HVAC,0,0,0,NA
145,43700000000000_156,43700000000000_156,4.36967E+13,3970522999,0.16,0,100,0,0,100,27.39,NA,235893,25.5,NA,13.79,NA,NA,NA,35.85,52.82,43.97,22.05,HVAC- VAV System,HVAC,0,0,0,NA
146,43700000000000_157,43700000000000_157,4.369666e+13,3970531343,0.12,1.68,98.16,0,0.16,100,28.17,2014,99531,NA,1288,NA,NA,NA,220,30.06,52.82,30.83,18.9,HVAC- VAV System,HVAC,0,0,0,NA
147,43700000000000_158,43700000000000_158,4.36967E+13,3970545945,0.12,0,100,0,0,100,28.55,NA,170405,50.5,NA,24.94,NA,NA,NA,40.86,52.82,35.55,22.95,HVAC- VAV System,HVAC,0,0,0,NA
148,43700000000000_159,43700000000000_159,4.36967E+13,3970593923,0.15,0,100,0,0,100,27.45,1931,245125,52.5,NA,21.14,NA,NA,NA,30.76,52.82,41.22,22.3,HVAC- VAV System,HVAC,0,0,0,NA
149,43700000000000_160,43700000000000_160,4.36967E+13,3970600181,0.15,0,100,0,0,100,27.83,NA,250000,8,NA,9.23,NA,NA,NA,27.07,52.82,29.85,6.15,HVAC- VAV System,HVAC,0,0,0,NA
150,43700000000000_161,43700000000000_161,4.36967E+13,3970611654,0.09,0,100,0,0,100,29.17,1930,133676,65,NA,10.44,NA,NA,NA,64.26,52.82,55.88,28.85,HVAC- VAV System,HVAC,0,0,0,NA
151,39700000000000_162,39700000000000_162,3.96868E+13,4007683985,0.15,0,100,0,0,100,29.48,NA,69542,87.5,NA,22.51,NA,NA,NA,71.8,49.49,47.26,32.55,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,0,0,0,NA
152,39700000000000_163,39700000000000_163,3.96868E+13,4043583595,0.07,0,100,0,0,100,30.77,NA,31467,88,NA,9.57,NA,NA,NA,NA,NA,NA,70.1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,0,0,0,NA
153,39700000000000_164,39700000000000_164,3.968676e+13,4043584638,0.12,2.46,97.54,0,0,100,29.55,2000,35366,NA,6341.5,NA,NA,0.43,504.5,NA,NA,NA,34,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,0,0,0,NA
154,39700000000000_165,39700000000000_165,3.96868E+13,4043592982,0.15,0,100,0,0,100,30.74,1949,53155,82.5,NA,13.45,NA,NA,NA,57.92,49.49,42.43,37.25,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,0,0,0,NA
155,39700000000000_166,39700000000000_166,3.96868E+13,4043596111,0.15,0,100,0,0,100,29.49,1991,60114,86.5,NA,9.2,NA,NA,NA,81.46,49.49,46.29,40.4,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,0,0,0,NA
156,39700000000000_167,39700000000000_167,3.96868E+13,4043606541,0.12,0,100,0,0,100,30.61,2018,38750,89.5,NA,16.61,NA,NA,NA,98.75,49.49,58.55,33.7,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,0,0,0,NA
157,40700000000000_168,40700000000000_168,4.06881E+13,4106139913,0.08,0.2,96.2,0,3.6,100,23.34,1960,NA,41.5,NA,31.42,NA,NA,NA,39.13,50.32,35.9,18.8,NA,NA,0,0,0,NA
158,40700000000000_169,40700000000000_169,4.06881E+13,4106143042,0.13,18.26,75.2,0.16,6.38,100,28.36,1962,89531,53.5,NA,19.88,NA,NA,NA,17.69,50.32,38.38,23.5,NA,NA,0,0,0,NA
159,40700000000000_170,40700000000000_170,4.06881E+13,4116330248,0.2,0.57,73.75,0,25.68,100,28.36,1958,146038,20.5,NA,9.57,NA,NA,NA,37.22,50.32,51.04,12.35,NA,NA,0,0,0,NA
160,28700000000000_171,28700000000000_171,2.86627E+13,4120302674,0.14,0,89.33,0,10.67,100,27.42,2005,181607,44,NA,11.9,NA,NA,NA,71,40.35,24.53,16.45,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
161,10600000000000_172,10600000000000_172,1.06212E+13,4197651766,0.13,0,94.7,0,5.3,100,28.92,2007,143409,24.5,NA,13.02,NA,NA,NA,28.15,29.25,34.23,9.8,NA,NA,0,0,0,NA
162,28700000000000_173,28700000000000_173,2.86627E+13,4220683605,0.19,0,73.41,1.67,24.92,100,28.55,2018,121950,79.5,NA,17.61,NA,NA,NA,42.13,40.35,46.07,30.65,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
163,28700000000000_174,28700000000000_174,2.86627E+13,4220718024,0.14,0,99.63,0,0.37,100,29.61,NA,90714,56.5,NA,39.16,NA,NA,NA,42.44,40.35,46.33,21.15,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
164,28700000000000_175,28700000000000_175,2.86627E+13,4220727411,0.21,0,63.04,1.83,35.13,100,27.58,1950,135000,69.5,NA,16.88,NA,NA,NA,32.58,40.35,39.87,21.35,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
165,28700000000000_176,28700000000000_176,2.86627E+13,4230907316,0.14,NA,NA,NA,NA,NA,29.61,NA,90714,56.5,NA,39.16,NA,NA,NA,42.44,40.35,46.33,21.15,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
166,27700000000000_177,27700000000000_177,2.76619E+13,4267236939,0.13,0,99.9,0,0.1,100,25.77,2004,78106,61,NA,13.4,NA,NA,NA,NA,NA,NA,19.2,Lighting- CFL Lamp Retrofit,Lighting,0,0,0,NA
167,43700000000000_178,43700000000000_178,4.36942E+13,4326237130,0.12,0,98.57,0,1.43,100,29.28,1965,249519,7,NA,7.98,NA,NA,NA,10.91,52.82,36.75,5,HVAC- VAV System,HVAC,0,0,0,NA
168,7620000000000_179,7620000000000_179,7.61797E+12,4455832059,0.16,0,88.6,0.24,11.16,100,27.08,1976,111891,NA,NA,13.77,NA,NA,NA,48.26,21.42,29.25,17.7,NA,NA,0,0,0,NA
169,23700000000000_180,23700000000000_180,2.36561E+13,4457477089,0.17,1.59,20.49,7.07,70.85,100,30.02,1930,50341,94.5,NA,4.13,NA,NA,NA,62.7,36.2,21,28.5,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
170,23700000000000_181,23700000000000_181,2.36561E+13,4457515680,0.21,NA,NA,NA,NA,NA,28.97,1930,49375,100,NA,NA,NA,NA,NA,62.7,36.2,21,14.05,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
171,23700000000000_182,23700000000000_182,2.36561E+13,4457518809,0.21,NA,NA,NA,NA,NA,28.97,1930,49375,100,NA,NA,NA,NA,NA,62.7,36.2,21,14.05,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
172,1610000000000_183,1610000000000_183,1.6126E+12,4487358964,0.04,0,100,0,0,100,28.52,1960,63813,NA,NA,9.83,NA,NA,NA,129.22,19.56,47.86,30.35,NA,NA,0,0,0,NA
173,15600000000000_184,15600000000000_184,1.56353E+13,4556264632,0.12,0,100,0,0,100,33.16,2008,NA,93,NA,79.76,NA,NA,NA,84.72,27.08,60.06,27.25,Building Envelope- Windows/Skylights,Building_Envelope,0,0,0,NA
174,57700000000000_185,57700000000000_185,5.77271E+13,4594944538,0.18,0,100,0,0,100,27.36,1914,67865,78.5,NA,6.13,NA,NA,42.5,51.44,64.45,45.88,33.35,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
175,1610000000000_186,1610000000000_186,1.6131E+12,4595525045,0.1,0,100,0,0,100,28.32,2010,NA,NA,NA,18.3,NA,NA,NA,101.31,19.56,34.33,46.5,NA,NA,0,0,0,NA
176,1610000000000_187,1610000000000_187,1.6131E+12,4595528174,0.1,0,100,0,0,100,28.29,1995,65625,NA,NA,9.13,NA,NA,NA,101.31,19.56,34.33,45.1,NA,NA,0,0,0,NA
177,1610000000000_188,1610000000000_188,1.6131E+12,4595537561,0.13,0,100,0,0,100,27.58,NA,56953,NA,NA,14.08,NA,NA,NA,76.6,19.56,41.58,40.65,NA,NA,0,0,0,NA
178,1610000000000_189,1610000000000_189,1.61309e+12,4595543819,0.1,0,100,0,0,100,27.36,2005,68864,NA,1096.5,NA,NA,NA,98.5,71.68,19.56,37.48,36.95,Lighting- Retrofit Interior Lamps to LED,Lighting,0,0,0,NA
179,1610000000000_190,1610000000000_190,1.6131E+12,4595546948,0.11,0,100,0,0,100,27.62,1995,167778,NA,NA,19.23,NA,NA,NA,60.43,19.56,40.52,32.45,NA,NA,0,0,0,NA
180,1610000000000_191,1610000000000_191,1.6131E+12,4595553206,0.13,0,100,0,0,100,27.36,1995,90717,NA,NA,9.06,NA,NA,NA,71.68,19.56,37.48,30.8,NA,NA,0,0,0,NA
181,1610000000000_192,1610000000000_192,1.61309E+12,4595558421,0.12,0,100,0,0,100,27.61,1955,117917,NA,NA,36.4,NA,NA,98.5,60.43,19.56,40.52,27.25,NA,NA,0,0,0,NA
182,10600000000000_193,10600000000000_193,1.062257e+13,4731879290,0.17,NA,NA,NA,NA,NA,29.52,1957,117370,NA,NA,NA,NA,NA,NA,71.87,29.25,56.21,17.1,"Pumps, Motors, Drives- Variable Frequency Drives",Pumps_Motors_Drives,0,0,0,NA
183,15700000000000_194,15700000000000_194,1.57391E+13,4805995918,0.12,0,99.15,0,0.85,100,32.8,1930,36190,87.5,NA,21.24,NA,NA,NA,59.59,27.08,49.45,18.55,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
184,15600000000000_195,15600000000000_195,1.56353E+13,4930799418,0.11,0,92.11,0,7.89,100,34.02,1961,23333,89,NA,64.97,NA,NA,NA,69.27,27.08,39.57,25.45,Building Envelope- Windows/Skylights,Building_Envelope,0,0,0,NA
185,10700000000000_196,10700000000000_196,1.07397E+13,5149184435,0.13,0,91.91,0,8.09,100,31.08,1960,73047,72,NA,19.37,NA,NA,NA,98.34,29.25,42.74,26.45,NA,NA,0,0,0,NA
186,43700000000000_197,43700000000000_197,4.369468e+13,5168644017,0.12,0,100,0,0,100,28.86,2019,250000,NA,NA,NA,NA,NA,NA,13.01,52.82,27.74,7.45,HVAC- VAV System,HVAC,0,0,0,NA
187,1610000000000_200,1610000000000_200,1.61235E+12,5262291797,0.14,1.91,98.09,0,0,100,27.45,1963,79525,NA,NA,8.69,NA,NA,NA,63.37,19.56,36.01,6.95,NA,NA,0,0,0,NA
188,1610000000000_201,1610000000000_201,1.61235E+12,5262295969,0.12,0,100,0,0,100,29.05,1960,179125,NA,NA,10.64,NA,NA,NA,66.86,19.56,29.21,12.85,NA,NA,0,0,0,NA
189,1610000000000_202,1610000000000_202,1.61235E+12,5262297012,0.12,NA,NA,NA,NA,NA,29.05,1960,179125,NA,NA,10.64,NA,NA,NA,66.86,19.56,29.21,12.85,NA,NA,0,0,0,NA
190,1610000000000_203,1610000000000_203,1.61235E+12,5262301184,0.12,0,100,0,0,100,28.85,1960,136000,NA,NA,8.83,NA,NA,NA,66.86,19.56,29.21,0,NA,NA,0,0,0,NA
191,1610000000000_204,1610000000000_204,1.61235E+12,5262303270,0.11,0,100,0,0,100,28.68,1961,146353,NA,NA,8.34,NA,NA,NA,66.44,19.56,46.69,6.9,NA,NA,0,0,0,NA
192,1610000000000_205,1610000000000_205,1.61235E+12,5262319958,0.11,0.48,99.52,0,0,100,28.76,1959,204202,NA,NA,7.24,NA,NA,NA,58.08,19.56,25.56,7.7,NA,NA,0,0,0,NA
193,1610000000000_206,1610000000000_206,1.61235E+12,5262329345,0.12,0,100,0,0,100,28.95,1962,179125,NA,NA,18.49,NA,NA,NA,66.86,19.56,29.21,4.4,NA,NA,0,0,0,NA
194,57700000000000_207,57700000000000_207,5.77271E+13,5335260609,0.14,0,100,0,0,100,30.2,1986,88255,76.5,NA,13.38,NA,NA,42.5,54.34,64.45,29.89,29.7,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
195,57700000000000_208,57700000000000_208,5.77271E+13,5335261652,0.17,11.41,88.59,0,0,100,28.33,2010,34375,53.5,229,5.25,43.62,NA,42.5,50.18,64.45,49.06,NA,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
196,57700000000000_209,57700000000000_209,5.77271E+13,5335262695,0.17,NA,NA,NA,NA,NA,28.33,2010,34375,53.5,229,5.25,43.62,NA,42.5,50.18,64.45,49.06,NA,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
197,57700000000000_210,57700000000000_210,5.77271E+13,5335273125,0.18,0,100,0,0,100,28.04,1958,87375,60,NA,7.5,NA,NA,42.5,49.96,64.45,48.33,20.05,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
198,57700000000000_211,57700000000000_211,5.77271E+13,5335284598,0.15,0,100,0,0,100,29.23,1954,48083,68,NA,15.88,NA,NA,42.5,55.3,64.45,42.44,24.25,Lighting- Exterior Fixture Retrofit,Lighting,0,0,0,NA
199,43700000000000_212,43700000000000_212,4.36942E+13,5487385010,0.12,0,100,0,0,100,28.89,1963,185795,8.5,NA,15.67,NA,NA,NA,13.01,52.82,33.17,6.7,HVAC- VAV System,HVAC,0,0,0,NA
200,20700000000000_213,20700000000000_213,2.065201e+13,5699817844,0.14,0,99.83,0,0.17,100,31.11,2016,48994,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.55,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
201,20700000000000_214,20700000000000_214,2.065201e+13,5699828274,0.14,NA,NA,NA,NA,NA,31.11,2016,48994,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.55,Lighting- Exterior Fixture Retrofit,Lighting,1,0,0,NA
202,15600000000000_215,15600000000000_215,1.56353E+13,5731241000,0.12,0,100,0,0,100,32.66,2008,121750,58.5,NA,59.15,NA,NA,NA,49.73,27.08,40.16,15.5,Building Envelope- Windows/Skylights,Building_Envelope,0,0,0,NA
203,43700000000000_216,43700000000000_216,4.37339E+13,5741349961,0.11,0,100,0,0,100,28.66,1959,160779,43.5,NA,12.99,NA,NA,NA,29.3,52.82,39.16,12.85,HVAC- VAV System,HVAC,1,0,0,NA
204,41700000000000_217,41700000000000_217,4.16904E+13,5918476046,0.19,0,100,0,0,100,24.77,1953,179722,63.5,NA,8.73,NA,NA,NA,21.78,51.16,33.39,26,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
205,41700000000000_218,41700000000000_218,4.16904E+13,5918477089,0.14,0,99.84,0,0.16,100,27.1,1940,150685,31.5,NA,11.28,NA,NA,NA,31.27,51.16,47.52,12.45,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
206,41700000000000_219,41700000000000_219,4.16904E+13,5918480218,0.08,0,100,0,0,100,28.14,1993,88869,47,NA,11.11,NA,NA,NA,42.33,51.16,50.81,11.45,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
207,41700000000000_220,41700000000000_220,4.16904E+13,5918484390,0.16,0,75.97,10.42,13.6,100,25.46,1968,179000,18.5,NA,8.3,NA,NA,NA,27.33,51.16,24.64,10.35,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
208,41700000000000_221,41700000000000_221,4.16904E+13,5918486476,0.15,0,98.41,1.43,0.16,100,26.76,1954,229625,41,NA,15.1,NA,NA,NA,42.33,51.16,26.38,16.3,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
209,41700000000000_224,41700000000000_224,4.16889E+13,6041457120,0.2,3.67,78.12,4.63,13.58,100,20.84,NA,228106,21,NA,6.27,NA,NA,NA,38.38,51.16,28.04,9.15,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
210,41700000000000_225,41700000000000_225,4.169039e+13,6053520214,0.06,4.7,95.3,0,0,100,26.9,NA,141157,NA,NA,NA,NA,NA,NA,19.18,51.16,42.51,12.85,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
211,41700000000000_226,41700000000000_226,4.16887E+13,6129989403,0.19,0.32,88.48,10.64,0.56,100,24.41,1954,136406,6,NA,14.22,NA,NA,NA,21.73,51.16,16.17,44.2,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
212,41700000000000_227,41700000000000_227,4.16904E+13,6230550343,0.09,11.17,88.83,0,0,100,26.68,1994,158958,8,NA,8.67,NA,NA,NA,19.18,51.16,31.41,5.85,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
213,41700000000000_228,41700000000000_228,4.16904E+13,6292376283,0.08,12.96,84.86,0,2.18,100,25.41,NA,150556,7,NA,11.41,NA,NA,NA,19.18,51.16,20.34,5.5,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
214,43700000000000_229,43700000000000_229,4.36948E+13,6293420743,0.11,0,98.38,0,1.62,100,29.33,2011,93269,44,563,28.75,19.58,NA,NA,59.06,52.82,45.85,NA,HVAC- VAV System,HVAC,1,0,0,NA
215,17600000000000_230,17600000000000_230,1.76401E+13,6319398243,0.17,NA,NA,NA,NA,NA,29.22,1921,50958,64.5,NA,13.19,NA,NA,NA,69.99,20.46,35.75,27.85,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
216,27700000000000_231,27700000000000_231,2.77383E+13,6356089705,0.21,0.24,87.56,4.57,7.62,100,24.54,1949,91056,82,NA,15.49,NA,NA,NA,49.92,39.52,46.89,40.1,Lighting- CFL Lamp Retrofit,Lighting,0,0,0,NA
217,27700000000000_232,27700000000000_232,2.77383E+13,6356103264,0.12,10.86,63.74,0,25.4,100,23.3,1965,89506,85.5,NA,23.77,NA,NA,NA,59.6,39.52,41.36,38.25,Lighting- CFL Lamp Retrofit,Lighting,0,0,0,NA
218,27700000000000_233,27700000000000_233,2.77383E+13,6356124124,0.21,36.2,24.37,0.2,39.23,100,22.58,1978,117748,81.5,NA,52.18,NA,NA,NA,59.6,39.52,41.36,37.6,Lighting- CFL Lamp Retrofit,Lighting,0,0,0,NA
219,15600000000000_234,15600000000000_234,1.56344E+13,6499778951,0.14,0,49.85,0,50.15,100,33.66,1955,56142,90,NA,19.55,NA,NA,NA,70.9,27.08,55.77,38.65,Building Envelope- Windows/Skylights,Building_Envelope,0,0,0,NA
220,41700000000000_235,41700000000000_235,4.16893E+13,6666216809,0.16,0.73,77.24,4.15,17.89,100,22.84,NA,109861,12,NA,12.81,NA,NA,NA,53.97,51.16,19.11,9.95,Lighting- Interior Fixture Retrofit,Lighting,0,0,0,NA
221,11600000000000_236,11600000000000_236,1.16266E+13,6710287639,0.17,0,99.75,0,0.25,100,28.95,1952,56250,85,NA,21.41,NA,NA,NA,60.5,22.22,49.32,34.85,Lighting- Interior Fixture Retrofit,Lighting,1,0,0,NA
222,10600000000000_238,10600000000000_238,1.06217E+13,6751786236,0.18,0,100,0,0,100,28.17,1962,78611,50,NA,12.95,NA,NA,NA,54.54,29.25,37.56,22.9,"Pumps, Motors, Drives- Variable Frequency Drives",Pumps_Motors_Drives,0,0,0,NA
