Order,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,EEM,EE_Retrofit_Type,char_prem_id,Utility,LONGITUDE,LATITUDE,char_prem_id,CDSCode,CDSCode_2,NCES
2645,30665100000000_2721,0.28,0,100,0,0,38.2,1961,63750,27,16.83,23,41.12,22.48,41.75,14.3,0,1,0,,,7053726,Southern California Edison Company,-117.9511866,33.8669293,7053726,30665066028120,30665066028120,61473001800
2646,36678800000000_2730,0.28,0,91.82,0,8.18,38.64,1995,75000,88,17.51,1523.5,75.31,34.44,41.96,23,0,1,0,,,4907226,Southern California Edison Company,-117.3550142,34.1999763,4907226,36678766112767,36678766112767,63417005054
2647,36678800000000_2882,0.28,0,99.9,0,0.1,40.11,1997,75799,88,14.42,1523.5,130.81,34.44,52.53,27.65,0,1,0,,,221086,Southern California Edison Company,-117.3220275,34.1116393,221086,36678766036750,36678766036750,63417005379
2648,36678400000000_2916,0.28,0,100,0,0,38.66,1955,96111,67,40.46,241,56.38,34.44,52.77,15.1,0,1,0,,,6398094,Southern California Edison Company,-117.1709125,34.0550945,6398094,36678433635042,36678433635042,63207004946
2649,54722600000000_2918,0.28,0,100,0,0,37.77,2005,27375,71,25.5,241,45.49,28.45,58.98,17.85,0,1,0,,,4765907,Southern California Edison Company,-119.3028448,36.3295692,4765907,54722565434527,54722565434527,64116006803
2651,19645300000000_2968,0.28,0,93.97,0,6.03,39.58,1996,110388,76,15.63,23,57.45,34.92,49.86,27.95,0,1,0,,,4620171,Southern California Edison Company,-118.0945341,33.9906125,4620171,19645276013379,19645276013379,61218001380
2652,30665200000000_2983,0.28,0.09,97.23,0,2.68,37.22,2005,121042,66,11.7,241,34.53,22.48,49.99,26.3,0,1,0,,,1630030,Southern California Edison Company,-117.8960525,33.7714189,1630030,30665226028724,30665226028724,61488001875
2653,33751800000000_3013,0.28,0,15.37,0,84.63,37.97,2005,84167,64,20.37,14.5,45.49,31.72,27.15,22.55,0,1,0,,,9823731,Southern California Edison Company,-117.255854,33.6182921,9823731,33751760108241,33751760108241,60002711037
2654,56726000000000_3058,0.28,0,98.64,0,1.36,40.1,1953,90161,60,65.88,32.5,43.24,26.69,33.55,18.25,0,1,0,,,7047051,Southern California Edison Company,-118.7718145,34.2641058,7047051,56726035635008,56726035635008,63684006264
2656,30103100000000_3076,0.28,0,98.72,0,1.28,37.22,2013,114500,83,18.75,241,44.64,22.48,55.73,24.95,0,1,0,,,227084,Southern California Edison Company,-117.8959782,33.7595346,227084,30103060126037,30103060126037,69102413076
2658,36678800000000_3078,0.28,0,88.68,0,11.32,39.61,2003,52857,88,15.51,264,54.02,34.44,38.85,88.85,0,1,0,,,7043408,Southern California Edison Company,-117.2174306,34.1285598,7043408,36678763630308,36678763630308,63417007344
2659,36678800000000_3083,0.28,0,99.74,0,0.26,39.33,1921,62031,88,46.16,336,111.02,34.44,56.94,37.9,0,1,0,,,2569886,Southern California Edison Company,-117.2958087,34.1314004,2569886,36678763635844,36678763635844,63417005384
2660,56724500000000_3084,0.28,0,85.2,0,14.8,39.85,1980,63800,60,32.21,42,45.1,26.69,46.41,23.3,0,1,0,,,9668544,Southern California Edison Company,-118.9090142,34.4035029,9668544,56724546054993,56724546054993,61380001557
2661,19651300000000_3115,0.28,0,100,0,0,38.42,1986,74205,75,54.84,241,53.28,34.92,60.86,10.9,0,1,0,,,6399997,Southern California Edison Company,-118.0899094,33.9402899,6399997,19651281937903,19651281937903,64248006954
2662,56726000000000_3126,0.28,0,100,0,0,40.8,1996,93264,60,31.57,13,48.64,26.69,42.11,11.85,0,1,0,,,10222481,Southern California Edison Company,-118.7282438,34.2779451,10222481,56726035630322,56726035630322,63684006815
2663,30666500000000_3220,0.28,0,100,0,0,38.39,2009,143112,40,9.21,42,28.71,22.48,45.37,10.8,0,1,0,,,6977301,Southern California Edison Company,-117.8729459,33.8948251,6977301,30666476030092,30666476030092,63066004770
2664,56726000000000_3241,0.28,0,100,0,0,40.74,1958,39667,60,25.47,205,43.24,26.69,29.28,16.35,0,1,0,,,6874554,Southern California Edison Company,-118.7840982,34.2660715,6874554,56726036060354,56726036060354,63684006269
2667,30736500000000_3298,0.28,0,94.44,0,5.56,35.41,1891,115104,19,16.53,53.5,18.1,22.48,51.49,5.9,0,1,0,,,10269132,Southern California Edison Company,-117.7318681,33.7021302,10269132,30736506096192,30736506096192,68450007050
2668,33671200000000_3302,0.28,0,90.87,0,9.13,38.4,1958,80096,49,20.24,205,56.33,31.72,22.36,27.35,0,1,0,,,2416466,Southern California Edison Company,-117.2362067,33.9654222,2416466,33671246106066,33671246106066,62580008910
2669,33669900000000_3464,0.28,0,389.11,0,100,37.28,2007,64625,89,10.21,20747,46.98,31.72,33.26,19.1,0,1,0,,,9988344,Southern California Edison Company,-117.0218877,33.9539699,9988344,33669930113936,33669930113936,60429011956
2670,33670900000000_3473,0.28,0,99.01,0,0.99,39.91,1949,70890,48,14.9,13,41.37,31.72,41.52,25.1,0,1,0,,,2272444,Southern California Edison Company,-117.5170666,33.9864987,2272444,33670906032221,33670906032221,61926002320
2671,33751800000000_3489,0.28,0,53.72,0,46.28,38.8,1993,89444,64,23.63,13,34.99,31.72,45.65,26.2,0,1,0,,,1824255,Southern California Edison Company,-117.289262,33.6864427,1824255,33751766111082,33751766111082,60002702451
2672,19644500000000_3543,0.28,0,99.59,0,0.41,38.4,1994,110341,75,22.68,220,34.41,34.92,58.71,23.7,0,1,0,,,1463823,Southern California Edison Company,-118.1073758,33.9564236,1463823,19644516012793,19644516012793,61146003196
2673,36750700000000_3551,0.28,0,98.51,0,1.49,37.49,1925,63824,86,73.68,278.5,70.09,34.44,59.54,34,0,1,0,,,7022389,Southern California Edison Company,-117.6534768,34.0956741,7022389,36750693637584,36750693637584,60001609086
2675,36678800000000_3591,0.28,0,96.59,0,3.41,39.62,2017,70652,88,12.1,14.5,75.31,34.44,47.43,29.9,0,1,0,,,6795328,Southern California Edison Company,-117.3518007,34.1621299,6795328,36678766037154,36678766037154,63417005390
2676,30666200000000_3602,0.28,0,100,0,0,39.1,2000,140795,10,74.33,1894.5,30.37,22.48,55.88,12.85,0,1,0,,,6711130,Southern California Edison Company,-117.8220723,33.8140062,6711130,30666213038098,30666213038098,62865004456
2677,33671200000000_3629,0.28,0,63.24,0,36.76,38.03,1980,95972,49,31.87,464,56.33,31.72,22.65,21.5,0,1,0,,,6924545,Southern California Edison Company,-117.2601384,33.9667099,6924545,33671246106058,33671246106058,62580009159
2678,56737600000000_3653,0.28,0,99.22,0,0.78,37.28,1996,133900,40,9.93,164,22.11,26.69,52.07,20.05,0,1,0,,,6868004,Southern California Edison Company,-118.9464281,34.1865375,6868004,56737596055917,56737596055917,60964001027
2683,36679600000000_3859,0.28,0,73.45,0.3,26.26,41.16,1888,38994,77,66.8,13,35.78,34.44,45.63,17.3,0,1,0,,,4522356,Southern California Edison Company,-117.085709,34.0348929,4522356,36679593638509,36679593638509,64356007048
2684,36678400000000_133,0.29,0,96.81,0,3.19,37.53,1990,166500,67,8.3,1523.5,54.02,34.44,39.88,9.95,0,1,0,,,7023248,Southern California Edison Company,-117.1717396,34.1129676,7023248,36678436108179,36678436108179,63207009619
2686,26736700000000_270,0.29,21.82,17.27,0,60.91,32.34,1880,66736,54,6.16,13,12.68,28.52,35.66,31.1,0,1,0,,,10407021,Southern California Edison Company,-119.2272186,38.2548114,10407021,26736686025936,26736686025936,61187001324
2687,19651300000000_329,0.29,0,100,0,0,38.03,1954,84282,75,71.21,23,36.74,34.92,41.22,13.55,0,1,0,,,6826719,Southern California Edison Company,-118.0242712,33.9438157,6826719,19651281931302,19651281931302,64248006950
2689,36679600000000_338,0.29,0,87.74,0,12.26,40.22,1912,51941,77,13.62,13,36.43,34.44,27.03,34.4,0,1,0,,,6397089,Southern California Edison Company,-117.0421469,34.0081719,6397089,36679596037402,36679596037402,64356007042
2690,33670900000000_348,0.29,0,86.46,0,13.54,38.53,1988,89485,48,13.2,1894.5,57.33,31.72,54.83,18.95,0,1,0,,,1421814,Southern California Edison Company,-117.446764,34.0041291,1421814,33670906106835,33670906106835,61926009380
2691,36679600000000_439,0.29,0,63.51,0,36.49,37.6,2008,134420,77,13.92,23,35.78,34.44,45.63,20.05,0,1,0,,,10187509,Southern California Edison Company,-117.0708578,34.0413511,10187509,36679590117416,36679590117416,64356012266
2692,30666200000000_442,0.29,0,98.88,0,1.12,36.72,1991,250000,10,18.71,241,33.74,22.48,29.99,14.5,0,1,0,,,2245812,Southern California Edison Company,-117.7680309,33.7894463,2245812,30666216107767,30666216107767,62865009419
2693,54722600000000_458,0.29,0,100,0,0,38.41,1999,45527,71,2.19,278.5,37.9,28.45,57.36,21.5,0,1,0,,,8707800,Southern California Edison Company,-119.2939498,36.3196323,8707800,54722566116909,54722566116909,64116008424
2695,36678800000000_500,0.29,0,100,0,0,39.73,1958,49884,88,10.1,14.5,54.02,34.44,42.54,37.9,0,1,0,,,7508937,Southern California Edison Company,-117.2118953,34.1238556,7508937,36678766036834,36678766036834,63417005353
2696,33751800000000_573,0.29,0,78.5,0,21.5,38.91,2002,42431,64,25.59,14.5,38.82,31.72,23.72,22.4,0,1,0,,,9386733,Southern California Edison Company,-117.2570811,33.6580621,9386733,33751766120455,33751766120455,60002710587
2697,54722600000000_574,0.29,0,99.36,0,0.64,39.15,2006,55489,71,15.17,241,43.67,28.45,56.76,26.85,0,1,0,,,9876853,Southern California Edison Company,-119.3245129,36.2921696,9876853,54722560110940,54722560110940,64116011824
2698,19644400000000_578,0.29,0,99.2,0,0.8,37.83,1897,103750,70,31.88,83,36.78,34.92,57.32,12.4,0,1,0,,,135628,Southern California Edison Company,-117.89892,34.0791082,135628,19644361932086,19644361932086,61005001093
2700,36678400000000_581,0.29,0,86.75,0,13.25,37.72,1888,86167,67,13.22,13,53.55,34.44,34.07,13.3,0,1,0,,,315645,Southern California Edison Company,-117.1399637,34.057968,315645,36678436036479,36678436036479,63207004933
2701,54722600000000_596,0.29,0,100,0,0,38.36,2003,88068,71,26.99,145,46.26,28.45,55.51,36.35,0,1,0,,,6747540,Southern California Edison Company,-119.322655,36.3056526,6747540,54722566054688,54722566054688,64116006786
2702,19651100000000_615,0.29,0,98,0,2,38.79,1934,110893,77,21.75,241,60.7,34.92,63.75,17.7,0,1,0,,,4671711,Southern California Edison Company,-118.0715625,33.9809285,4671711,19651106023634,19651106023634,64245006946
2705,54721990000000_689,0.29,0,90.52,0,9.48,39.72,1985,21030,0,2.69,1894.5,57.33,28.45,63.15,11.35,0,1,0,,,6733481,Southern California Edison Company,-119.0392189,35.9599014,6733481,5.472199e+13,5.472199e+13,63906006543
2706,54722560000000_761,0.29,0,100,0,0,37.58,1936,49216,43,14.15,164,41.69,28.45,53.12,27.85,0,1,0,,,2908213,Southern California Edison Company,-119.3463938,36.3244003,2908213,5.472256e+13,5.472256e+13,64116006811
2708,54722600000000_802,0.29,0,100,0,0,38.33,1992,43750,71,16.82,38.5,46.02,28.45,58.12,30.45,0,1,0,,,9349565,Southern California Edison Company,-119.3092368,36.3166367,9349565,54722566054555,54722566054555,64116006788
2709,30664600000000_806,0.29,0,98.41,0,1.59,35.67,2000,110882,58,9.96,13,21.7,22.48,27.32,11.6,0,1,0,,,9235276,Southern California Edison Company,-117.7325708,33.5810948,9235276,30664646117634,30664646117634,60744008537
2710,36678800000000_830,0.29,0,99.59,0,0.41,39.27,2013,58542,88,11.27,14.5,145.12,34.44,54.86,32.8,0,1,0,,,10292647,Southern California Edison Company,-117.3126061,34.1283929,10292647,36678760127324,36678760127324,63417013080
2711,54719000000000_854,0.29,0,100,0,0,38.97,1980,73750,96,11,1523.5,45.41,28.45,46.49,18.95,0,1,0,,,9376331,Southern California Edison Company,-119.2676501,35.8833726,9376331,54719026054027,54719026054027,61176001297
2712,19644900000000_857,0.29,0,98.65,0,1.35,38.65,1978,110724,65,11.86,205,54.86,34.92,41.72,13.95,0,1,0,,,7053271,Southern California Edison Company,-118.006509,33.9342099,7053271,19644856012991,19644856012991,61185001312
2713,30647700000000_901,0.29,0,98.95,0,1.05,39.05,1930,132963,0,11.37,271.5,47.28,22.48,51.1,18.3,0,1,0,,,309412,Southern California Edison Company,-117.9696558,33.9349926,309412,30647666020127,30647666020127,62301005900
2714,36678800000000_934,0.29,0,85.14,0,14.86,38.03,1968,76797,88,7.16,14.5,70.95,34.44,44.15,39.5,0,1,0,,,5700770,Southern California Edison Company,-117.2357359,34.1322633,5700770,36678766068191,36678766068191,63417005359
2717,19644500000000_1079,0.29,0,99.68,0,0.32,38.26,1994,96250,75,18.42,241,36.14,34.92,48.22,20.75,0,1,0,,,6219988,Southern California Edison Company,-118.1180056,33.9556973,6219988,19644516012801,19644516012801,61146001266
2718,36678800000000_1186,0.29,0,100,0,0,39.37,2013,68000,88,11.49,464,145.12,34.44,51.17,33.35,0,1,0,,,10359795,Southern California Edison Company,-117.3178371,34.1199927,10359795,36678760127332,36678760127332,63417013143
2719,54722600000000_1196,0.29,0,100,0,0,37.8,1955,55323,71,13.11,241,45.33,28.45,57.3,24.95,0,1,0,,,1384824,Southern California Edison Company,-119.3155057,36.3415529,1384824,54722566054605,54722566054605,64116006794
2722,19650000000000_1286,0.29,0,91.32,0,8.68,41.85,1967,135859,22,14.88,13,30.9,34.92,31.22,7,0,1,0,,,1356047,Southern California Edison Company,-118.5222948,34.4403613,1356047,19649986068860,19649986068860,63597006155
2723,36678800000000_1349,0.29,0,100,0,0,39.53,2010,76797,88,15.5,1523.5,70.95,34.44,44.15,46.5,0,1,0,,,524908,Southern California Edison Company,-117.2422814,34.1293103,524908,36678760121343,36678760121343,63417012557
2726,30736500000000_1466,0.29,0,97.67,0,2.33,37.92,2013,27500,19,15.55,241,21.41,22.48,43.31,7.3,0,1,0,,,9293341,Southern California Edison Company,-117.769375,33.6901924,9293341,30736500127472,30736500127472,68450013238
2727,54718400000000_1477,0.29,0,97.86,0,2.14,40.41,2002,66932,80,11.48,14.5,61.64,28.45,33.84,23.3,0,1,0,,,2193555,Southern California Edison Company,-119.0697772,36.0698676,2193555,54718376120232,54718376120232,60657010701
2728,30666500000000_1805,0.29,0,99.05,0,0.95,37.84,1957,53750,40,19.78,1894.5,23.63,22.48,45.95,13.55,0,1,0,,,9343863,Southern California Edison Company,-117.8152524,33.8971971,9343863,30666476030936,30666476030936,63066009613
2729,54722600000000_1839,0.29,0,100,0,0,37.16,2008,74028,71,15.12,241,46.93,28.45,49.78,24.6,0,1,0,,,10090706,Southern California Edison Company,-119.3280747,36.3479025,10090706,54722560116517,54722560116517,64116012218
2731,56726000000000_2077,0.29,0,96.71,0,3.29,39.49,1987,70625,60,16.64,205,43.24,26.69,30.69,22.25,0,1,0,,,6870533,Southern California Edison Company,-118.739228,34.2575158,6870533,56726036055750,56726036055750,63684006262
2732,19642800000000_2136,0.29,0,98.73,0,1.27,38.36,1959,94405,75,25.71,42.5,45.21,34.92,45.7,19.55,0,1,0,,,910064,Southern California Edison Company,-117.8808201,34.1186926,910064,19642796011266,19642796011266,60360000274
2739,54755200000000_2247,0.29,1.33,17.02,0,81.65,38.84,1993,55417,95,21.54,13,53.79,28.45,46.41,35.8,0,1,0,,,6733360,Southern California Edison Company,-118.8783088,36.0793346,6733360,54755236053888,54755236053888,60006400885
2740,15634500000000_2259,0.29,0,63.67,3.9,32.43,34.91,2017,35407,79,9.42,14.5,29.01,27.08,16.88,18.3,0,1,0,,,6750130,Southern California Edison Company,-118.937719,34.820543,6750130,15634536009476,15634536009476,9486
2745,26749000000000_2339,0.29,68.15,1.03,0,30.82,32.53,2004,66736,0,18.01,13,12.68,28.52,35.66,19.6,0,1,0,,,7078782,Southern California Edison Company,-119.2286526,38.2571917,7078782,26748980107789,26748980107789,60015510968
2746,19647700000000_2468,0.29,0,100,0,0,38.72,1996,81128,39,10.63,278.5,47.28,22.48,58.7,4,0,1,0,,,6428477,Southern California Edison Company,-117.966224,33.9333076,6428477,19647666020127,19647666020127,62301005900
2747,19647660000000_2497,0.29,0,100,0,0,38.67,1959,93633,0,13.18,42.5,47.28,22.48,51.1,4.9,0,1,0,,,6825141,Southern California Edison Company,-117.9768395,33.9328642,6825141,1.964766e+13,1.964766e+13,62301003507
2752,30736500000000_2577,0.29,0,98.49,0,1.51,36.15,2009,117963,19,14.02,929,19.69,22.48,53.12,14.6,0,1,0,,,10107557,Southern California Edison Company,-117.8179772,33.689809,10107557,30736503030277,30736503030277,68450013356
2753,54718400000000_2629,0.29,0,99.89,0,0.11,39.41,2017,62167,80,13.6,464,61.64,28.45,33.84,11.75,0,1,0,,,6747161,Southern California Edison Company,-119.0601752,36.082905,6747161,54718376105506,54718376105506,60657008801
2756,36678800000000_2653,0.29,0,89.25,0,10.75,39.22,1960,64773,88,15.8,1523.5,48.91,34.44,31.15,32.25,0,1,0,,,8502324,Southern California Edison Company,-117.2086859,34.1406433,8502324,36678766068209,36678766068209,63417005376
2757,19650000000000_2827,0.29,0,89.55,0,10.45,39.21,1998,151493,22,15.13,23,28.86,34.92,37.17,9.6,0,1,0,,,7967037,Southern California Edison Company,-118.4850784,34.4477549,7967037,19649986115513,19649986115513,63597007532
2758,33751800000000_2934,0.29,1.83,45.87,0,52.3,39.35,2001,87117,64,15.69,205,57.83,31.72,23.83,22.5,0,1,0,,,9277892,Southern California Edison Company,-117.4020858,33.6976721,9277892,33751766118442,33751766118442,60002710352
2759,19645300000000_2982,0.29,0,100,0,0,39.36,2005,76719,76,11.5,241,60.9,34.92,60.72,23,0,1,0,,,586658,Southern California Edison Company,-118.0954879,33.9755644,586658,19645276013387,19645276013387,61218001381
2760,54722600000000_2992,0.29,0,99.62,0,0.38,39.92,1990,79239,71,11.52,1894.5,41.65,28.45,53.46,23.6,0,1,0,,,6734119,Southern California Edison Company,-119.3034917,36.3525605,6734119,54722566054589,54722566054589,64116006791
2762,36678800000000_3030,0.29,0,100,0,0,39.27,2001,58542,88,17.45,14.5,145.12,34.44,54.86,41.35,0,1,0,,,7043413,Southern California Edison Company,-117.3114899,34.1270979,7043413,36678766037113,36678766037113,63417005383
2763,19650000000000_3041,0.29,0,79.72,0,20.28,40.53,1965,128561,22,17.25,1523.5,30.9,34.92,31.22,15.3,0,1,0,,,9710297,Southern California Edison Company,-118.5057915,34.4460412,9710297,19649986022693,19649986022693,63597006158
2765,30666200000000_3166,0.29,0,100,0,0,38.59,2003,115500,10,18.95,164,22.8,22.48,48.17,12.9,0,1,0,,,2055636,Southern California Edison Company,-117.8280289,33.8252799,2055636,30666216029938,30666216029938,62865004451
2766,36678800000000_3186,0.29,0,36.47,0,63.53,39.34,1998,55950,88,21.15,464,72.76,34.44,51.43,30.3,0,1,0,,,221082,Southern California Edison Company,-117.3165866,34.167613,221082,36678766068720,36678766068720,63417005387
2767,56725400000000_3197,0.29,0,100,0,0,35.11,1994,51618,95,18.28,13,45.35,26.69,31.37,25.9,0,1,0,,,5842668,Southern California Edison Company,-119.187645,34.2261799,5842668,56725386055388,56725386055388,62922004515
2768,56726000000000_3238,0.29,0,98.33,0,1.67,40.45,2005,99375,60,62.45,1523.5,48.64,26.69,34.73,15.15,0,1,0,,,9748664,Southern California Edison Company,-118.68693,34.278014,9748664,56726035636188,56726035636188,63684006268
2769,19644500000000_3288,0.29,0,100,0,0,39.47,1953,78417,75,34.99,36,41.57,34.92,60.55,19.2,0,1,0,,,9230883,Southern California Edison Company,-118.1562905,33.9389352,9230883,19644516057640,19644516057640,61146001279
2770,33670900000000_3297,0.29,0,73.99,0,26.01,38.34,1993,122727,48,14.45,13,57.33,31.72,48.13,20.75,0,1,0,,,1749133,Southern California Edison Company,-117.4675451,33.9950042,1749133,33670906111280,33670906111280,61926002418
2771,54722500000000_3480,0.29,0,100,0,0,38.96,1993,43359,90,4,42.5,71.67,28.45,48.11,70.1,0,1,0,,,6738378,Southern California Edison Company,-119.3531131,36.1964024,6738378,54722495430145,54722495430145,63993002852
2774,36750700000000_3544,0.29,0,99.53,0,0.47,37.21,1959,43491,86,15.2,13,70.09,34.44,45.74,21.3,0,1,0,,,2034633,Southern California Edison Company,-117.6505433,34.0981543,2034633,36750696037287,36750696037287,60001609095
