Order,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,EEM,EE_Retrofit_Type,char_prem_id,Utility,LONGITUDE,LATITUDE,char_prem_id,CDSCode,CDSCode_2,NCES
3797,19647300000000_3281,0.29,0,100,0,0,36.39,1968,156156,80,22.59,271.5,23.8,34.92,56.03,14.2,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,1829630,Southern California Edison Company,-118.1191257,33.7996959,1829630,19647256061378,19647256061378,62250002758
3800,33751900000000_3392,0.29,0,85.75,0,14.25,39.66,2009,58947,24,13.73,28,21.03,31.72,34.23,21.15,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,1018801,Southern California Edison Company,-117.144766,33.5073642,1018801,33751926108427,33751926108427,60002809506
3801,33751900000000_3396,0.29,0,98.22,0,1.78,38.47,2007,117963,24,17.56,241,32.95,31.72,30.62,15.45,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,9715785,Southern California Edison Company,-117.1065168,33.4641077,9715785,33751920113696,33751920113696,60002811838
3802,54722000000000_3428,0.29,0,100,0,0,39.72,1954,21030,97,15.74,91,57.33,28.45,63.15,12.55,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,497474,Southern California Edison Company,-119.0392189,35.9599014,497474,54721996054415,54721996054415,63906006543
3803,56725500000000_3539,0.29,0,100,0,0,37.11,2002,112443,25,19.52,38.5,36.53,26.69,30.13,18.05,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,1135656,Southern California Edison Company,-119.046975,34.2282812,1135656,56725536120620,56725536120620,63099010711
3804,33670300000000_3594,0.29,0,100,0,0,36.83,2013,112125,74,16,241,33.25,31.72,38.13,27.1,1,1,1,HVAC Controls- Energy Management System,HVAC,1666770,Southern California Edison Company,-117.5766864,33.8587552,1666770,33670336031884,33670336031884,60985001067
3805,30736400000000_3643,0.29,0,100,0,0,39.45,1965,79750,45,18.36,27.5,37.15,22.48,60.42,20,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,4468902,Southern California Edison Company,-117.8128481,33.7238415,4468902,30736436030704,30736436030704,64015006644
3806,19650900000000_3703,0.29,0,99.67,0,0.33,37.58,2002,93011,80,49.18,241,36.32,34.92,40.66,10.8,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,7040665,Southern California Edison Company,-117.9107643,34.061327,7040665,19650941939537,19650941939537,64200006886
3808,19649100000000_3726,0.29,0,88.9,0,11.1,38.16,1960,60592,95,12.66,241,66.68,34.92,71.79,28.45,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,7020219,Southern California Edison Company,-117.780971,34.0485507,7020219,19649076021976,19649076021976,63132004863
3809,19648300000000_3757,0.29,0,99.84,0,0.16,40.55,1997,131125,73,15.09,1894.5,45.2,34.92,42.84,24.05,1,1,1,HVAC Controls- Energy Management System,HVAC,6755498,Southern California Edison Company,-118.5588327,34.37591,6755498,19648326020812,19648326020812,62718004098
3812,30666700000000_3802,0.29,0,100,0,0,38.27,2013,48750,75,7.48,241,44.09,22.48,55.35,19.05,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,1828734,Southern California Edison Company,-117.8821706,33.7576844,1828734,30666706030449,30666706030449,63531006014
3813,33751900000000_3857,0.29,0,98.39,0,1.61,38.97,2001,151799,24,21.15,220,33.17,31.72,39.06,20.7,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,9322919,Southern California Edison Company,-117.1532782,33.5407023,9322919,33751926118822,33751926118822,60002810353
3814,36676000000000_72,0.3,0,98.89,0,1.11,36.36,1966,134130,48,18.39,164,27.9,34.44,46.8,14.7,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6786716,Southern California Edison Company,-117.6090224,34.1414783,6786716,36675956035224,36675956035224,60216000094
3815,30736400000000_168,0.3,0,99.52,0,0.48,38.73,1960,119625,45,23.8,241,25.28,22.48,39.88,20.95,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,714172,Southern California Edison Company,-117.8052915,33.7506454,714172,30736436030688,30736436030688,64015000774
3817,54722000000000_365,0.3,0,73.35,0,26.65,40.34,1994,21030,97,3.39,98.5,57.33,28.45,63.15,8.95,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6733465,Southern California Edison Company,-119.035988,35.9610683,6733465,54721996112510,54721996112510,63906004200
3818,33670300000000_472,0.3,0,99.05,0,0.95,35.28,1999,119795,74,25.12,241,24.29,31.72,33.77,9.85,1,1,1,HVAC Controls- Energy Management System,HVAC,5700964,Southern California Edison Company,-117.5707967,33.8391996,5700964,33670336116412,33670336116412,60985008263
3819,30736400000000_539,0.3,0,98.97,0,1.03,38.58,1959,145833,45,28.9,27.5,33.71,22.48,55.17,15.95,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,2973576,Southern California Edison Company,-117.8196945,33.7507789,2973576,30736436030589,30736436030589,64015006635
3821,33670300000000_568,0.3,0,97.21,0,2.79,35.52,2002,126458,74,18.18,1894.5,43.34,31.72,50.61,16.4,1,1,1,HVAC Controls- Energy Management System,HVAC,9352431,Southern California Edison Company,-117.5415932,33.8943598,9352431,33670336120364,33670336120364,60985010580
3822,19649100000000_647,0.3,0,97.29,0,2.71,36.89,2018,51620,95,9.68,241,27.36,34.92,48.73,25.4,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,1862793,Southern California Edison Company,-117.7979319,34.0326304,1862793,19649076021828,19649076021828,63132004838
3824,33751900000000_1253,0.3,0,95.53,0,4.47,37.22,1999,207783,24,11.12,241,32.95,31.72,25.74,23.55,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,8748622,Southern California Edison Company,-117.0915207,33.460836,8748622,33751926116438,33751926116438,60002808270
3826,19648800000000_1441,0.3,0,99.05,0,0.95,39.78,1993,118438,65,11.44,38.5,38.56,34.92,47.24,15.35,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,7596947,Southern California Edison Company,-118.163935,34.1840525,7596947,19648816021620,19648816021620,62994004673
3828,33751900000000_1448,0.3,0,81.75,0,18.25,39.91,1999,69201,24,19.28,1894.5,37.94,31.72,30.33,19.65,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,8839281,Southern California Edison Company,-117.144812,33.5262727,8839281,33751926116453,33751926116453,60002808272
3829,16639200000000_1454,0.3,0,100,0,0,39.82,1985,70652,80,11.09,13,108.13,42.51,51.98,11.75,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,6742132,Southern California Edison Company,-119.6423982,36.3392997,6742132,16639176010391,16639176010391,61647002079
3831,33669800000000_1636,0.3,0,63.53,0,36.47,35.53,2007,86319,77,10.08,36,50.79,31.72,53.5,12,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,9958897,Southern California Edison Company,-117.4814693,33.8714879,9958897,33669770113605,33669770113605,60243012032
3832,19647300000000_1657,0.3,0,100,0,0,37.8,1884,133438,80,72.59,241,33.59,34.92,39.13,25.1,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,2300212,Southern California Edison Company,-118.1229202,33.8380687,2300212,19647251934678,19647251934678,62250002733
3833,33670300000000_1696,0.3,0,99.52,0,0.48,36.61,2003,110804,74,26.66,38.5,33.25,31.72,38.13,24.45,1,1,1,HVAC Controls- Energy Management System,HVAC,6846008,Southern California Edison Company,-117.5821659,33.862404,6846008,33670336059042,33670336059042,60985001063
3834,19647300000000_1867,0.3,0,100,0,0,37.42,1991,116964,80,18.93,1894.5,24.7,34.92,49.89,13.85,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,1090633,Southern California Edison Company,-118.1184856,33.8177647,1090633,19647256057822,19647256057822,62250002743
3836,15633500000000_2302,0.3,0.4,14.54,0,85.07,43.47,2017,100408,92,1,241,65.43,28.45,51.06,54.3,1,1,1,Building Envelope- Windows/Skylights,Building_Envelope,7016409,Southern California Edison Company,-118.8374729,35.7033767,7016409,15633546009252,15633546009252,60525000497
3837,16639300000000_2306,0.3,0,100,0,0,39.83,1961,56136,85,15.63,42.5,108.13,42.51,51.98,37.05,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,7034463,Southern California Edison Company,-119.6446192,36.3352671,7034463,16639251630060,16639251630060,61650008854
3838,30665600000000_2395,0.3,2.95,75.51,0,21.55,31.06,1997,146250,19,15.15,91,23.05,22.48,24.01,21.85,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,10196133,Southern California Edison Company,-117.7592469,33.5195026,10196133,30665553030194,30665553030194,62037013504
3839,19647300000000_2482,0.3,0,100,0,0,36.59,2003,92434,80,14.45,241,26.3,34.92,42.85,19.05,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6663148,Southern California Edison Company,-118.1366805,33.796643,6663148,19647250101733,19647250101733,62250011303
3840,19645800000000_2568,0.3,0,99.43,0.16,0.41,37.85,2014,125875,28,12.15,1894.5,40.41,34.92,31.49,35.55,1,1,1,Lighting Controls,Lighting,9439731,Southern California Edison Company,-117.847515,34.132433,9439731,19645760131060,19645760131060,61527013812
3841,19647300000000_2854,0.3,0,97.43,0,2.57,36.61,1997,156156,80,11.06,336,23.8,34.92,56.03,14.95,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6650423,Southern California Edison Company,-118.1169998,33.8020484,6650423,19647256015580,19647256015580,62250002752
3844,33751900000000_2911,0.3,0,98.84,0,1.16,36.83,1991,103750,24,13.84,23,32.95,31.72,30.62,19.1,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,6378669,Southern California Edison Company,-117.0986454,33.4689306,6378669,33751926110084,33751926110084,60002810282
3845,19643300000000_3085,0.3,0,92.65,1.1,6.25,36.78,1979,90179,26,14.02,653.5,39.19,34.92,53.61,14.75,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,5718245,Southern California Edison Company,-117.8252356,34.0978458,5718245,19643291937739,19643291937739,60561000514
3847,33670300000000_3345,0.3,0,100,0,0,35.55,1995,146786,74,12.9,241,24.04,31.72,42.61,9.9,1,1,1,HVAC Controls- Energy Management System,HVAC,8638887,Southern California Edison Company,-117.5489884,33.8436946,8638887,33670336112957,33670336112957,60985004978
3848,33751900000000_3457,0.3,0,82.25,0,17.75,37.7,2005,125527,24,19.15,1894.5,32.95,31.72,22.89,21.2,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,9627872,Southern California Edison Company,-117.0678811,33.4695891,9627872,33751920108506,33751920108506,60002811043
3849,19647300000000_3497,0.3,0,100,0,0,37.01,2010,94632,80,10.4,145,27.84,34.92,48.92,23.35,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6655044,Southern California Edison Company,-118.1338115,33.8458018,6655044,19647256015663,19647256015663,62250002764
3850,19648300000000_3567,0.3,0,95.85,0,4.15,39.55,1969,111042,73,12.11,164,26.35,34.92,52.67,9.05,1,1,1,HVAC Controls- Energy Management System,HVAC,1217901,Southern California Edison Company,-118.5489627,34.4083181,1217901,19648326107171,19648326107171,62718009410
3851,33752000000000_3631,0.3,0,45.21,0,54.79,38.91,2003,123295,40,76.67,241,38.17,31.72,37.86,30.3,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,10110354,Southern California Edison Company,-117.1656054,33.596411,10110354,33752000100420,33752000100420,60002911249
3852,19651400000000_3717,0.3,0,8.42,0,91.58,39.59,1884,129736,14,50.5,645,15.49,34.92,53.15,4.3,1,1,1,Lighting- Retrofit Interior Lamps to LED,Lighting,9674127,Southern California Edison Company,-118.5963932,34.4039266,9674127,19651360102475,19651360102475,64251010914
3853,19651400000000_3779,0.3,0,100,0,0,40.1,1959,80125,14,55.5,199,36.13,34.92,49.58,11.1,1,1,1,Lighting- Retrofit Interior Lamps to LED,Lighting,1826360,Southern California Edison Company,-118.5396026,34.3810247,1826360,19651361933902,19651361933902,64251006959
3854,16639200000000_3834,0.3,0,100,0,0,39.33,1938,72083,80,12.15,336,108.13,42.51,51.98,26.45,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,6295939,Southern California Edison Company,-119.6536294,36.3348975,6295939,16639176010458,16639176010458,61647002084
3856,19647300000000_162,0.31,0,99.44,0,0.56,37.03,1929,70179,80,18.02,241,27.84,34.92,48.92,22.05,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,7051727,Southern California Edison Company,-118.1294348,33.8402115,7051727,19647256061337,19647256061337,62250002697
3858,19647300000000_238,0.31,0,99.68,0,0.32,36.15,1997,70227,80,6.22,38.5,26.3,34.92,42.85,22.85,1,1,1,,,4535450,Southern California Edison Company,-118.1321777,33.7972941,4535450,19647256015150,19647256015150,62250002700
3862,19647300000000_601,0.31,0,100,0,0,37.58,1953,116477,80,13.8,578.5,22.1,34.92,48.73,11.9,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6676337,Southern California Edison Company,-118.1020949,33.8149663,6676337,19647256015267,19647256015267,62250002709
3863,19649100000000_623,0.31,0,89.21,0,10.79,36.47,1996,84764,95,19.91,241,71.97,34.92,49.24,33.9,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,1032735,Southern California Edison Company,-117.7712145,34.0360409,1032735,19649076101133,19649076101133,63132007332
3864,19648300000000_827,0.31,0,73.93,0,26.07,37.29,2003,73152,73,12.88,42,49.57,34.92,41.24,22.75,1,1,1,HVAC Controls- Energy Management System,HVAC,9496059,Southern California Edison Company,-118.513302,34.3759109,9496059,19648320100644,19648320100644,62718011317
3865,36676800000000_850,0.31,0,93.9,0,6.1,36.72,1923,90405,57,11.92,278.5,25.74,34.44,45.18,11.05,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,1348989,Southern California Edison Company,-117.7465688,34.0104533,1348989,36676786106629,36676786106629,60846009125
3866,19650600000000_876,0.31,0,93.63,0.99,5.38,34.34,1955,141852,10,12.75,85.5,19.66,34.92,48.35,4.1,1,1,1,Lighting Controls,Lighting,9522706,Southern California Edison Company,-118.3681547,33.810125,9522706,19650606023196,19650606023196,63942002214
3867,30665600000000_884,0.31,0,99.42,0,0.58,39.64,1958,74688,19,20.38,199,47.28,22.48,49.29,20.35,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,9499204,Southern California Edison Company,-117.9469221,33.941113,9499204,30665636028948,30665636028948,62019002411
3869,36676000000000_1015,0.31,0,98.25,0,1.75,36.3,2007,156179,48,17.02,241,22.01,34.44,29.1,8.45,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,2459568,Southern California Edison Company,-117.6219392,34.1523175,2459568,36675956098503,36675956098503,60216000097
3870,19649100000000_1145,0.31,0,100,0,0,37.05,1958,74250,95,11.79,38.5,27.36,34.92,48.73,21.2,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,1259354,Southern California Edison Company,-117.8012383,34.0249899,1259354,19649076021836,19649076021836,63132004843
3871,19647300000000_1258,0.31,0,97.31,0,2.69,37.41,1993,154583,80,7.61,1894.5,29.73,34.92,39.68,10.9,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6451395,Southern California Edison Company,-118.1097075,33.826358,6451395,19647256015366,19647256015366,62250002721
3872,36676800000000_1277,0.31,0,71.36,0,28.64,36.11,1995,87857,57,8.85,1523.5,27.96,34.44,33.49,5.1,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,5937970,Southern California Edison Company,-117.7549524,33.9853916,5937970,36676786112833,36676786112833,60846005036
3873,33670300000000_1280,0.31,24.01,67.91,0,8.08,38.59,1974,57543,74,20.14,55,24.52,31.72,53.81,19.2,1,1,1,HVAC Controls- Energy Management System,HVAC,1598912,Southern California Edison Company,-117.5653601,33.9401078,1598912,33670336031801,33670336031801,60985001054
3875,30739200000000_1440,0.31,0.17,99.83,0,0,36.42,1936,168550,11,22.57,161,28.31,22.48,58.2,4.9,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,8860372,Southern California Edison Company,-118.0854283,33.7899781,8860372,30739246029052,30739246029052,62259006163
3876,19647300000000_1552,0.31,0,100,0,0,34.14,1961,96950,80,10.53,27.5,17.66,34.92,58.57,21.05,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,5705185,Southern California Edison Company,-118.1117257,33.7750603,5705185,19647256015408,19647256015408,62250002730
3878,56725500000000_1588,0.31,0,96.02,0,3.98,34.86,2002,142333,25,12.91,645,20.15,26.69,45.57,6.5,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,9404080,Southern California Edison Company,-119.0083026,34.2344703,9404080,56725536120117,56725536120117,63099010710
3879,30665600000000_1619,0.31,0,94.73,0,5.27,38.59,1967,132500,19,10.75,27.5,32.38,22.48,53.1,13.45,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6982291,Southern California Edison Company,-117.9228406,33.9435657,6982291,30665636028963,30665636028963,62019002413
3880,30736400000000_1745,0.31,0,98.88,0,1.12,38.49,1921,142188,45,19.99,241,27.93,22.48,35.29,17.85,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,1666546,Southern California Edison Company,-117.8197861,33.7617858,1666546,30736436030639,30736436030639,64015006642
3881,19647300000000_1778,0.31,1.53,95.34,0,3.13,35.91,1961,72857,80,6.25,1894.5,37.21,34.92,58.15,15.1,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,7263706,Southern California Edison Company,-118.2000049,33.8283156,7263706,19647256015465,19647256015465,62250002738
3883,26736900000000_1833,0.31,0,81.39,0,18.61,29.85,1994,179722,47,7.44,241,47.37,28.52,26.26,15.65,1,1,1,HVAC- Chiller/Boiler Replacement,HVAC,9451017,Southern California Edison Company,-118.9609609,37.6408809,9451017,26736926112502,26736926112502,62353003336
3884,19650900000000_1943,0.31,0,100,0,0,37.7,1952,93011,80,9.07,13,36.32,34.92,40.66,6.95,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,577209,Southern California Edison Company,-117.9125652,34.0548973,577209,19650946023485,19650946023485,64200006880
3886,56725500000000_2028,0.31,0,100,0,0,36.67,1995,93534,25,19.33,36,36.53,26.69,35.6,12.15,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,6841258,Southern California Edison Company,-119.0523909,34.2266782,6841258,56725536055461,56725536055461,63099004804
3887,56768300000000_2272,0.31,0,95.71,0.25,4.04,37.28,2006,77625,91,11.83,241,45.4,26.69,46.78,62.7,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,6859903,Southern California Edison Company,-119.0733949,34.3544864,6859903,56768285630140,56768285630140,60142113587
3888,14101400000000_2326,0.31,0,95.38,0,4.62,35.71,1993,58254,96,13.15,205,64.9,29.34,22.07,31.15,1,1,1,HVAC Controls- Programmable/Smart Thermostats,HVAC,7058286,Southern California Edison Company,-118.3941742,37.3659082,7058286,14101401430115,14101401430115,69101114453
3890,19647300000000_2480,0.31,0,99.92,0,0.08,37.23,1954,132813,80,6.96,1894.5,28.72,34.92,45.78,18.3,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6652868,Southern California Edison Company,-118.0976712,33.8237991,6652868,19647256015390,19647256015390,62250002729
3891,19643300000000_2634,0.31,0,91.54,0,8.46,35.89,1991,117963,26,9.27,241,34.88,34.92,37.31,4.7,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,467412,Southern California Edison Company,-117.7752912,34.1286231,467412,19643296110035,19643296110035,60561010235
3892,30736400000000_2711,0.31,0,95.3,0,4.7,35.66,2010,126563,45,25.33,16,17.33,22.48,42.53,3.65,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,10198491,Southern California Edison Company,-117.7582736,33.7394372,10198491,30736430121152,30736430121152,64015012571
3893,19649100000000_2761,0.31,0,65.93,0,34.07,35.29,2002,123295,95,11.84,241,25.42,34.92,43.82,6.1,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,9055922,Southern California Edison Company,-117.7911393,34.0142697,9055922,19649076120653,19649076120653,63132010534
3895,30736400000000_3098,0.31,2.22,95.8,0,1.98,37.09,1958,78030,45,10.29,42.5,21.75,22.48,39.36,21.9,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6987239,Southern California Edison Company,-117.7348175,33.6265673,6987239,30736356094676,30736356094676,63386005312
3896,19734500000000_3284,0.31,0,93.77,0,6.23,36.17,2008,189773,77,8.74,241,25.43,34.92,36.52,9.7,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6657200,Southern California Edison Company,-117.8798942,34.0267401,6657200,19734526103352,19734526103352,63375008956
3897,19645800000000_3348,0.31,0,97.77,0,2.23,36.7,2005,120486,28,12.79,241,32.65,34.92,36.46,11.7,1,1,1,Lighting Controls,Lighting,10056987,Southern California Edison Company,-117.8196258,34.1253882,10056987,19645766013924,19645766013924,61527001959
3901,56725500000000_3446,0.31,0,96.7,0,3.3,35.51,1994,128757,25,17.51,278.5,21.72,26.69,33.55,9.55,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,6857974,Southern California Edison Company,-118.999754,34.2321416,6857974,56725536112171,56725536112171,63099004311
3902,19647300000000_3448,0.31,0,100,0,0,36.05,1928,89306,80,11.83,1894.5,20.78,34.92,55.86,12.55,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,8924499,Southern California Edison Company,-118.1013062,33.7884408,8924499,19647256015648,19647256015648,62250002762
3904,42693400000000_3625,0.31,9.45,45.99,0,44.56,32.56,1965,80833,37,4.01,241,29.99,24.3,45.49,5.05,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,9347238,Southern California Edison Company,-120.0680895,34.4650095,9347238,42693446046080,42693446046080,64122006826
3905,33751900000000_4,0.32,0,97.53,0,2.47,37.28,1999,116250,24,22.51,148.5,32.95,31.72,30.7,15.4,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,8873826,Southern California Edison Company,-117.087372,33.491847,8873826,33751926116446,33751926116446,60002808271
3906,19651400000000_131,0.32,0,94.59,0.4,5.02,39.7,1960,76944,14,23.75,23,20.63,34.92,41.18,7.95,1,1,1,Lighting- Retrofit Interior Lamps to LED,Lighting,6414298,Southern California Edison Company,-118.5373483,34.4419536,6414298,19651366058564,19651366058564,64251006956
3907,54767900000000_385,0.32,0,75.96,0,24.04,37.35,1953,37250,97,8.98,1523.5,36.66,28.45,43.09,18.05,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,812605,Southern California Edison Company,-119.0885818,36.4184284,812605,54767946108286,54767946108286,60141809659
3909,33670300000000_415,0.32,0,98.56,0,1.44,36.23,1996,96563,74,18.01,42,39.28,31.72,38.4,14.35,1,1,1,HVAC Controls- Energy Management System,HVAC,7571665,Southern California Edison Company,-117.6089422,33.871509,7571665,33670336114151,33670336114151,60985007209
3910,36676800000000_464,0.32,0,99.6,0,0.4,37.03,2002,121964,57,3.79,15,27.96,34.44,44.39,68.8,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,6857088,Southern California Edison Company,-117.7154822,33.9695949,6857088,36676783631181,36676783631181,60846010607
3911,36676800000000_577,0.32,0.17,73.73,0,26.1,35.6,1994,130821,57,10.86,361.5,25.74,34.44,45.18,6.45,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,6045347,Southern California Edison Company,-117.7536474,33.9964626,6045347,36676786111710,36676786111710,60846003822
3912,33751900000000_599,0.32,0,18.26,0,81.74,40.85,2005,90750,24,21.29,241,32.21,31.72,35.76,20.65,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,6953596,Southern California Edison Company,-117.0169314,33.5333984,6953596,33751920108480,33751920108480,60002811041
3915,30665600000000_900,0.32,12.66,44.75,0,42.59,29.18,1953,234821,19,23.22,142.5,15.45,22.48,54.85,18,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,1459977,Southern California Edison Company,-117.8241938,33.5642062,1459977,30665556028906,30665556028906,62037002453
3916,19650500000000_935,0.32,0,100,0,0,38.48,1950,92969,79,14.96,336,17.41,34.92,37.06,12.25,1,1,1,Lighting- LED Exit Signs,Lighting,2509665,Southern California Edison Company,-118.0797123,34.1160598,2509665,19650526022933,19650526022933,63898006535
3917,30739200000000_1039,0.32,0,100,0,0,35.08,1949,145714,11,16.83,161,28.31,22.48,58.2,3.45,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,7553308,Southern California Edison Company,-118.0868839,33.7804494,7553308,30739246029045,30739246029045,62259007301
3918,16639200000000_1114,0.32,0,100,0,0,39.14,1990,64405,80,17,14.5,108.13,42.51,38.09,32.45,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,7075437,Southern California Edison Company,-119.6389145,36.3530477,7075437,16639176108815,16639176108815,61647009844
3919,16639300000000_1225,0.32,0,100,0,0,38.67,1997,97706,85,3.5,241,108.13,42.51,51.98,73.45,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,5996994,Southern California Edison Company,-119.6437364,36.344531,5996994,16639251630151,16639251630151,61650007103
3920,16639300000000_1226,0.32,0,80.67,0,18.25,38.67,1968,97706,85,26.6,42.5,108.13,42.51,51.98,19.8,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,1799278,Southern California Edison Company,-119.6437364,36.344531,1799278,16639251634401,16639251634401,61650002085
3925,16639200000000_2011,0.32,0,100,0,0,38.95,1852,84583,80,18.76,1523.5,108.13,42.51,34.66,32.65,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,6740219,Southern California Edison Company,-119.6482417,36.3517619,6740219,16639176010425,16639176010425,61647002081
3926,33751900000000_2381,0.32,6.27,50.55,0,43.17,38.08,2010,85972,24,11.09,1523.5,21.03,31.72,34.23,26,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,9790188,Southern California Edison Company,-117.158871,33.4953036,9790188,33751920121251,33751920121251,60002812568
3930,19648300000000_2654,0.32,0,98.6,0,1.4,40.08,1995,89620,73,12.5,38.5,24.89,34.92,41.05,16.2,1,1,1,HVAC Controls- Energy Management System,HVAC,4757226,Southern California Edison Company,-118.5485238,34.3814754,4757226,19648326066773,19648326066773,62718004096
3931,33670300000000_2851,0.32,0,92.62,0,7.38,33.59,1960,91736,74,19.68,55,25.69,31.72,48.46,14.8,1,1,1,HVAC Controls- Energy Management System,HVAC,577616,Southern California Edison Company,-117.6249419,33.8731503,577616,33670336107676,33670336107676,60985009355
3933,36676800000000_3062,0.32,0,84.03,0,15.97,36.97,1991,90750,57,49.84,1894.5,27.96,34.44,44.24,11.05,1,1,1,Lighting- Exterior Fixture Retrofit,Lighting,2421402,Southern California Edison Company,-117.73066,33.996626,2421402,36676783630522,36676783630522,60846009757
3934,33751900000000_3397,0.32,0,99.45,0,0.55,37.16,1953,112344,24,18.28,183,24.24,31.72,34.38,14.6,1,1,1,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,831714,Southern California Edison Company,-117.097186,33.502645,831714,33751926032825,33751926032825,60002809501
3935,30736400000000_3493,0.32,0,99.83,0,0.17,36.09,1995,71948,45,17.74,241,16.51,22.48,31.22,15.95,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,5793475,Southern California Edison Company,-117.7867881,33.7343342,5793475,30736436113054,30736436113054,64015004783
3937,30665600000000_103,0.33,0,100,0,0,38.22,1998,128080,19,12.38,1894.5,47.28,22.48,49.29,23.45,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,6999140,Southern California Edison Company,-117.9355638,33.9434123,6999140,30665636028930,30665636028930,62019007589
