"","NDVI_median","Percent_Water","Percent_Developed","Percent_Forest","Percent_Pasture","Land_Surface_Temp","Year_built","Median_income_BG","Percent_FRPM","Staff","Students_with_Disabilities","Asthma_Rates","COVID_infections","Pollution_Burden","Chronic_Absenteeism","retrofit","ndvi_median_binary","retrofit_and_ndvi"
"36678800000000_847",0.16,0,88.48,0,11.52,40.7,1994,23750,88,8.77,241,68.59,34.44,45.85,28.3,0,0,0
"19645900000000_967",0.16,0,100,0,0,38.35,1962,56450,81,26.38,241,77.65,34.92,45.79,28.15,0,0,0
"19651300000000_1066",0.16,0,98.33,0,1.67,40.22,1999,31250,75,29.14,20747,45.04,34.92,68.14,55.85,0,0,0
"36750800000000_1190",0.16,0,21.04,0,78.96,43.15,1999,77969,39,39.25,32.5,98.07,34.44,16.16,40.95,0,0,0
"19648100000000_1206",0.16,0,100,0,0,40.27,2002,80147,68,23.79,112.5,57.34,34.92,50.33,28.8,0,0,0
"19648100000000_1207",0.16,0,100,0,0.08,40.27,1884,80147,68,23.79,15,57.34,34.92,50.33,28.8,0,0,0
"19648700000000_1319",0.16,0,100,0,0,38.72,2005,39879,6,11.19,142.5,50.24,34.92,69.64,30.5,0,0,0
"19646300000000_1533",0.16,0,100,0,0,38.53,1925,61763,49,12,164,96.5,34.92,46.57,39.9,0,0,0
"19646300000000_1534",0.16,0,98.88,0,1.51,38.53,1925,61763,49,12,241,96.5,34.92,46.57,39.9,0,0,0
"19646300000000_1535",0.16,0,98.88,0,1.51,38.53,1925,61763,49,12,241,96.5,34.92,46.57,39.9,0,0,0
"19646300000000_1536",0.16,0,98.88,0,0,38.53,1925,61763,49,12,278.5,96.5,34.92,46.57,39.9,0,0,0
"30664600000000_1804",0.16,0,100,0,0,38.64,2007,64621,58,15.34,142.5,46.72,22.48,59.81,29.3,0,0,0
"36678300000000_2005",0.16,0,97.19,0,2.81,41.03,2018,72200,85,3.59,241,67.1,34.44,25.15,27.7,0,0,0
"36678300000000_2006",0.16,0,100,0,0,41.09,2018,72200,85,3.59,464,67.1,34.44,25.15,28.3,0,0,0
"15737400000000_2229",0.16,0,50.32,0,49.68,42.46,1962,32500,51,15.17,13,70.82,27.08,24.46,37.65,0,0,0
"36678400000000_2277",0.16,0,59.11,0,40.89,40.28,2003,52465,67,18.76,13,48.91,34.44,23.59,47,0,0,0
"19649800000000_2419",0.16,0,100,0,0,33.65,2014,103125,33,14.8,20747,50.53,34.92,63.22,30.05,0,0,0
"19648100000000_2465",0.16,0,100,0,0,40.8,2006,47850,68,22.59,20747,46.84,34.92,68.55,52.85,0,0,0
"36679200000000_2769",0.16,0,94.68,0,5.32,41.39,1992,59250,95,19.72,241,86.91,34.44,31.92,36.65,0,0,0
"19650400000000_2939",0.16,0,100,0,0,39.49,1928,111453,88,17.81,20747,45.04,34.92,68.14,13.85,0,0,0
"33671800000000_3068",0.16,0,99.41,0,0.59,43.21,1996,59063,81,18.92,1894.5,75.75,31.72,41.33,38.75,0,0,0
"19649800000000_3116",0.16,0,100,0,0,33.15,1959,76573,33,82.58,161,32.98,34.92,51.92,18.55,0,0,0
"36678800000000_3194",0.16,0,91.55,0,8.45,40.7,2011,23750,88,15.95,85.5,68.59,34.44,45.85,90.55,0,0,0
"36750800000000_3364",0.16,0,36.2,0,63.8,40.84,1995,66897,39,13.55,1523.5,98.07,34.44,16.16,38.95,0,0,0
"30103100000000_3630",0.16,0,100,0,0,37.6,2015,74583,83,14.65,1894.5,41.49,22.48,54.14,20.65,0,0,0
"15636900000000_3771",0.16,0,94.44,0,5.56,41.16,2021,72277,58,21.07,42,35.39,27.08,41.89,13.8,0,0,0
"33670600000000_8",0.17,0,99.92,0,0.08,44.62,1980,41667,91,13.61,241,16.96,31.72,26.61,33.65,0,0,0
"33670600000000_9",0.17,0,51.79,0,31.98,44.62,1980,83523,91,13.61,241,16.96,31.72,26.61,33.65,0,0,0
"36677800000000_241",0.17,0,19.49,0,80.51,43.83,1991,73158,84,2.37,13,54.19,34.44,22.08,67.15,0,0,0
"36677800000000_242",0.17,0,90.17,0,32.43,43.83,1990,73158,84,2.37,13,54.19,34.44,22.08,67.15,0,0,0
"33671700000000_389",0.17,0,94.1,0,5.9,43.58,1991,71645,96,55.91,16,27.64,31.72,19.08,25.9,0,0,0
"19646400000000_614",0.17,0,65.53,0,34.47,42.52,1991,79886,88,16.11,13,92.21,34.92,29.23,43.8,0,0,0
"15636900000000_639",0.17,0,32.03,0.4,67.57,42.77,1954,72277,58,10,241,35.39,27.08,41.89,17.8,0,0,0
"19645920000000_659",0.17,0,100,0,0,38.71,1971,47734,0,11.25,27.5,77.65,34.92,38.93,28.45,0,0,0
"36679340000000_661",0.17,16.55,64.12,0,19.33,39.85,1928,21103,0,5.5,199,94.91,34.44,43.08,17.95,0,0,0
"19645920000000_670",0.17,0,100,0,63.53,38.71,1992,47734,0,12.4,27.5,77.65,34.92,38.93,28.45,0,0,0
"19645920000000_674",0.17,0,36.12,0,63.04,38.71,1980,47734,0,15.43,27.5,77.65,34.92,38.93,28.45,0,0,0
"19645920000000_675",0.17,0,75.36,0,1.55,38.71,1959,47734,0,21.93,27.5,77.65,34.92,38.93,28.45,0,0,0
"19645920000000_685",0.17,0,85.18,0,28.16,38.71,1968,47734,0,19.07,27.5,77.65,34.92,38.93,28.45,0,0,0
"19645920000000_721",0.17,0,86.01,0,4.16,38.71,2003,47734,0,18.12,27.5,77.65,34.92,38.93,28.45,0,0,0
"19645920000000_722",0.17,0,77.07,0,5.16,38.71,2008,47734,0,19.82,27.5,77.65,34.92,38.93,28.45,0,0,0
"19647330000000_738",0.17,0,98.96,0,1.04,39.15,1993,43750,0,2.5,20747,45.48,34.92,68.07,28.75,0,0,0
"19651100000000_775",0.17,0,99.84,0,0.16,38.29,1920,39524,77,20.39,615,78.72,34.92,56.08,23.7,0,0,0
"19644510000000_781",0.17,0,100,0,0,40.2,1891,61250,0,7.33,161,46.57,34.92,57.03,23.9,0,0,0
"19644510000000_782",0.17,0,100,0,0,40.2,1983,61250,0,11.57,142.5,46.57,34.92,57.03,23.9,0,0,0
"19734400000000_941",0.17,0,100,0,0,40.83,1966,96019,89,13.26,112.5,79.8,34.92,66.09,33.5,0,0,0
"30666000000000_1311",0.17,17.87,82.05,0,0.08,29.1,1952,145455,23,20.05,161,21.76,22.48,56.88,16.55,0,0,0
"15636900000000_1393",0.17,0,75.64,0,24.36,42.35,1953,72277,58,9.01,241,35.39,27.08,41.89,11.9,0,0,0
"15636900000000_1394",0.17,0,54.14,0,45.86,43.21,1952,72277,58,9.01,241,35.39,27.08,41.89,11.9,0,0,0
"19648400000000_1489",0.17,0,98.04,0,1.96,40.35,1962,60595,81,56.12,161,54.01,34.92,61.38,20.6,0,0,0
"30665200000000_1492",0.17,0,99.84,0,0.16,38.3,1991,48550,66,10.1,241,40.86,22.48,37.5,8,0,0,0
"36677800000000_1574",0.17,0,34.59,0,65.41,42.52,2000,43571,84,24.45,14.5,54.19,34.44,22.08,37.7,0,0,0
"19646900000000_1793",0.17,0,98.57,0,1.36,38.33,2006,103906,90,26.81,161,61.84,34.92,64.38,20.4,0,0,0
"36750800000000_1858",0.17,0,56.64,0,43.36,39.78,1974,35938,39,21.57,205,75.48,34.44,15.79,44.25,0,0,0
"15737400000000_2093",0.17,0,96.42,0,3.58,41.66,1992,52569,51,20.28,42.5,70.82,27.08,38.72,9.45,0,0,0
"30665200000000_2157",0.17,0,99.51,0,0.49,38.11,1961,45583,66,24.66,1894.5,50.78,22.48,58.82,29.4,0,0,0
"19102000000000_2192",0.17,0,100,0,0,38.73,2010,66750,100,16.81,161,47.51,34.92,63.18,41.1,0,0,0
"54720700000000_2256",0.17,0,100,0,0,40.45,1960,101614,0,8.23,1894.5,61.64,28.45,44.85,24.15,0,0,0
"19650000000000_2353",0.17,0,86.36,0,13.64,42.41,1930,59662,22,14.17,1894.5,56.88,34.92,42.99,13.4,0,0,0
"19650000000000_2354",0.17,0,99.9,0,6.29,42.41,1962,59662,22,16.01,16,56.88,34.92,42.99,29.1,0,0,0
"36103600000000_2384",0.17,0,92.31,0,7.69,39.6,1999,58998,86,8.03,645,41.05,34.44,56,19.8,0,0,0
"36750800000000_2558",0.17,0,49,0,51,41.49,1993,32870,39,34.63,205,68.76,34.44,16.79,47,0,0,0
"30103100000000_2647",0.17,0,100,0,0,38.67,2000,45375,83,49.53,1894.5,31.95,22.48,49.38,32.9,0,0,0
"30103100000000_2648",0.17,0,100,0,0,38.73,2000,53164,83,49.53,645,31.95,22.48,49.38,22.85,0,0,0
"30103100000000_2649",0.17,0,100,0,0,39.05,2000,45375,83,49.53,645,31.95,22.48,49.38,20.2,0,0,0
"33751800000000_2715",0.17,0,88.89,0,11.11,40.96,1989,33958,64,65.96,1894.5,57.48,31.72,46.07,63.7,0,0,0
"19648700000000_2767",0.17,0,100,0,0,38.28,2009,80114,6,18.44,20747,56.27,34.92,58.7,24.7,0,0,0
"19648700000000_2768",0.17,0,100,0,0,38.28,2009,80114,6,18.44,20747,56.27,34.92,58.7,24.7,0,0,0
"19646400000000_2794",0.17,0,36.96,0,63.04,40.92,1997,48940,88,12.1,23,90.14,34.92,40.58,40.65,0,0,0
"19646400000000_2795",0.17,0,49.34,0,50.66,41.2,1998,41759,88,12.1,13,90.14,34.92,40.58,40.65,0,0,0
"19648100000000_3044",0.17,0,100,0,0,41.28,2008,46463,68,37.2,20747,52.04,34.92,74.38,15,0,0,0
"33671800000000_3069",0.17,0,99.15,0,0.85,42.98,2007,59063,81,18.92,55,75.75,31.72,41.33,38.75,0,0,0
"36103600000000_3081",0.17,0,85.57,0.08,14.35,39.84,1995,95294,86,562.21,20747,75.77,34.44,64.97,60,0,0,0
"36750800000000_3108",0.17,0,63.98,0,36.02,41.45,2015,57727,39,21.96,1523.5,75.48,34.44,15.79,53.45,0,0,0
"36750800000000_3242",0.17,0,46.06,0,53.94,39.7,1928,32000,39,25.01,205,67.78,34.44,22.9,29.7,0,0,0
"36750800000000_3243",0.17,0,0,0,100,39.7,2006,59024,39,25.01,14.5,67.78,34.44,22.9,29.7,0,0,0
"36678800000000_3251",0.17,0,93.62,0,6.38,41.16,2008,43682,88,20.13,20747,43.52,34.44,64.59,15.45,0,0,0
"15637800000000_3260",0.17,2.54,0.24,0,97.22,39.41,1993,45081,83,22.93,205,65.94,27.08,28.65,21.7,0,0,0
"36750800000000_3584",0.17,0,21.88,0,78.12,40.16,2005,40711,39,19.66,205,71.54,34.44,18.89,33.55,0,0,0
"30665200000000_3645",0.17,0,100,0,0,38.89,2008,66944,66,8.88,20747,26.68,22.48,55.08,25.65,0,0,0
"19734600000000_3655",0.17,0,100,0,0,39.97,1968,80096,21,17.93,161,26.46,34.92,53.8,4.7,0,0,0
"30667500000000_3695",0.17,0,100,0,0,37.66,2006,39196,55,15.04,161,40.9,22.48,56.33,24.4,0,0,0
"30667500000000_3696",0.17,0,98.64,0,0,37.66,2006,39196,55,15.04,161,40.9,22.48,56.33,24.4,0,0,0
"30736500000000_3727",0.17,0,100,0,0,37.77,1954,67806,19,15.28,20747,20.8,22.48,65.43,13.7,0,0,0
"33670800000000_3738",0.17,0,96.67,0,3.33,42.03,1965,25759,92,24.48,13,105.4,31.72,25.71,46.1,0,0,0
"33670800000000_3739",0.17,0,100,0,0,42.03,1995,25759,92,24.48,42.5,105.4,31.72,25.71,46.1,0,0,0
"33670800000000_3740",0.17,0,16.51,0,71.14,42.03,2011,25759,92,24.48,32.5,105.4,31.72,25.71,46.1,0,0,0
"33670800000000_3741",0.17,0,40.62,0,20.32,42.03,2005,25759,92,24.48,205,105.4,31.72,25.71,46.1,0,0,0
"33670800000000_3742",0.17,0,76.39,0,28.81,42.03,1912,25759,92,24.48,14.5,105.4,31.72,25.71,46.1,0,0,0
"30665200000000_3825",0.17,0,99.18,0,0.82,37.7,1989,71167,66,15.28,112.5,56.43,22.48,55.15,27.95,0,0,0
"19646400000000_65",0.18,1.44,33.87,0,64.69,41.72,1984,31506,88,16.04,241,64.53,34.92,33.77,40.1,0,0,0
"19646400000000_66",0.18,5.6,28.45,0,65.95,41.6,1984,65699,88,16.04,28,64.53,34.92,33.77,40.1,0,0,0
"19646400000000_67",0.18,0,20.97,0,84.63,41.72,1984,44766,88,16.04,13,64.53,34.92,33.77,40.1,0,0,0
"19651000000000_86",0.18,0,49.44,0,50.56,38.91,1993,138125,60,20.06,23,51.5,34.92,43.81,25.4,0,0,0
"19753400000000_235",0.18,0,100,0,0,35.79,1959,117100,22,15.58,125.5,22.51,34.92,39.52,4.7,0,0,0
"19102000000000_272",0.18,0,100,0,0,40.42,1994,47500,100,25.82,241,110.96,34.92,59.96,38.75,0,0,0
"54722600000000_635",0.18,0,94.52,0,5.48,40.09,2003,50000,71,22.89,142.5,46.89,28.45,70.44,18.8,0,0,0
"15636900000000_638",0.18,0,85.63,0,14.37,41.01,1954,72277,58,10,336,35.39,27.08,41.89,17.8,0,0,0
"16638750000000_651",0.18,0,100,0,0,40.36,1952,73047,0,31.07,125.5,108.13,42.51,51.98,22.5,0,0,0
"36739570000000_660",0.18,0,50.36,0,49.64,39.91,2015,52465,0,14.87,241,48.91,34.44,23.59,27.3,0,0,0
"19645010000000_694",0.18,0,100,0,0,39.52,1928,46667,84,20.62,161,48.95,34.92,73.84,13.65,0,0,0
"19102000000000_945",0.18,0,100,0,0,39.86,2010,85625,100,19.51,16,87.73,34.92,49.03,24.9,0,0,0
"19102000000000_946",0.18,0,100,0,0,39.89,2010,85625,100,19.51,199,87.73,34.92,49.03,93.25,0,0,0
"19102000000000_947",0.18,0,100,0,0,39.86,2010,85625,100,19.51,241,87.73,34.92,49.03,6.8,0,0,0
"19102000000000_948",0.18,0,100,0,0,39.92,2010,85625,100,19.51,653.5,87.73,34.92,49.03,34.55,0,0,0
"36677400000000_980",0.18,0,93.65,0,6.35,38.78,2007,157276,49,4.55,142.5,23.28,22.48,52.3,15.05,0,0,0
"33670800000000_1069",0.18,0,89.61,0,10.39,39.86,1991,29299,92,13.99,241,47.44,31.72,32.73,41.1,0,0,0
"30665100000000_1070",0.18,0,100,0,0,39.11,1965,71731,27,26.56,20747,48.77,22.48,58.95,13.65,0,0,0
"36750700000000_1289",0.18,0,100,0,0,38.27,2008,53897,86,3.32,20747,46.45,34.44,56.85,74.3,0,0,0
"19734400000000_1455",0.18,0,100,0,0,39.86,1921,48523,89,15.54,241,131.07,34.92,59.08,23.95,0,0,0
"54722300000000_1712",0.18,0,100,0,0,41.36,1972,83261,50,15.72,161,71.67,28.45,62.3,30.5,0,0,0
"19648100000000_2030",0.18,0,100,0,0,39.95,2000,65857,68,3.56,112.5,56.92,34.92,55.51,40.9,0,0,0
"19648100000000_2031",0.18,0,100,0,19.12,39.95,2000,65857,68,3.56,112.5,56.92,34.92,55.51,40.9,0,0,0
"19646300000000_2068",0.18,0,96.24,0,3.76,39.24,1959,52569,49,24.25,361.5,91.63,34.92,45.03,32.15,0,0,0
"15636800000000_2115",0.18,0,30.52,0,69.48,43.99,1997,48750,79,14.19,13,125.9,27.08,39.71,46.1,0,0,0
"15636800000000_2145",0.18,0,19.05,0,80.95,45.08,2013,48750,79,13.86,13,125.9,27.08,39.71,41.15,0,0,0
"15636800000000_2174",0.18,0,15.56,0,84.44,45.14,2011,48750,79,72.25,14.5,125.9,27.08,39.71,5.7,0,0,0
"11101200000000_2237",0.18,0,100,0,0,37.7,2014,122321,49,6.68,161,52.75,34.92,55.39,18.2,0,0,0
"56725400000000_2271",0.18,0,100,0,0,35.86,2001,56765,95,15.75,42,41.32,26.69,42.2,32.45,0,0,0
"19650000000000_2351",0.18,0,100,0,0,42.28,1946,59662,22,82.32,27.5,56.88,34.92,42.99,40.35,0,0,0
"15635500000000_2374",0.18,24.68,9.55,0.16,65.61,38.95,2006,59603,72,14.42,241,57.27,27.08,42.1,38.6,0,0,0
"36677100000000_2494",0.18,0,96.11,0,3.89,39.47,1980,61439,82,10.01,20747,41.79,34.44,67.55,22.25,0,0,0
"19642900000000_2682",0.18,8.9,91.1,0,0,39.16,2001,52204,89,48.05,161,66.81,34.92,69.14,23.75,0,0,0
"19642900000000_2683",0.18,12.5,87.5,0,0,39.16,2001,31292,89,48.05,161,66.81,34.92,69.14,25.9,0,0,0
"36677100000000_3690",0.18,0,72.97,0,27.03,39.71,2004,80750,82,27.06,27.5,37.96,34.44,49.26,18.1,0,0,0
"19651300000000_3747",0.18,0,100,0,0,38.2,1954,39524,75,66.42,645,53.32,34.92,54.09,17.2,0,0,0
"19651300000000_3748",0.18,0,100,0,0,38.2,1880,39524,75,66.42,27.5,53.32,34.92,54.09,17.2,0,0,0
"15636900000000_3770",0.18,0,82.88,0,17.12,43.14,2021,72277,58,12.62,42,35.39,27.08,41.89,40.9,0,0,0
"19757100000000_3851",0.18,0,100,0,0,40.2,2003,42500,59,23.93,16,36.6,34.92,42.32,6.95,0,0,0
"19647600000000_39",0.19,0,99.6,0,0.4,40.3,1952,73259,77,14.56,112.5,50.6,34.92,67.89,26.45,0,0,0
"19646400000000_97",0.19,0,67.89,0,32.11,41.81,1905,58910,88,18.59,42,64.53,34.92,33.77,34.6,0,0,0
"19648400000000_144",0.19,0,98.97,0,1.03,39.11,1965,93750,81,14.71,85.5,39.36,34.92,46.95,20.35,0,0,0
"19102000000000_147",0.19,0,100,0,0,40.27,2015,44313,100,17.74,53.5,52.82,34.92,49.42,41.4,0,0,0
"19644400000000_174",0.19,0,100,0,0,39.53,1949,66051,70,13.15,164,74.1,34.92,51.73,24.35,0,0,0
"19644400000000_175",0.19,0,100,0,0,39.53,1949,50000,70,13.15,83,74.1,34.92,51.73,24.35,0,0,0
"19644400000000_176",0.19,0,100,0,0,39.46,1949,56136,70,13.15,15,74.1,34.92,51.73,24.35,0,0,0
"19644400000000_177",0.19,0,100,0,0,39.16,1949,41602,70,13.15,241,74.1,34.92,51.73,24.35,0,0,0
"19644400000000_178",0.19,0,100,0,0,39.16,1949,51985,70,13.15,15,74.1,34.92,51.73,24.35,0,0,0
"19648100000000_197",0.19,2.24,97.36,0,0.4,40.28,1867,63500,68,15.15,20747,54.25,34.92,78.21,5,0,0,0
"19648100000000_198",0.19,1.23,98.77,0,0,40.28,1867,44313,68,15.15,20747,54.25,34.92,78.21,5,0,0,0
"19648100000000_199",0.19,0,100,0,0,39.83,1867,42471,68,26.74,112.5,54.25,34.92,69.16,10.6,0,0,0
"19102000000000_275",0.19,0,100,0,0,40.48,1994,67045,100,15.13,645,95.67,34.92,65.3,55.1,0,0,0
"30664600000000_295",0.19,0,100,0,0,38.6,1956,73583,58,15.17,20747,50.52,22.48,70.65,22.85,0,0,0
"30664600000000_296",0.19,0,99.52,0,0,38.6,1956,73583,58,15.17,20747,50.52,22.48,70.65,22.85,0,0,0
"36750700000000_318",0.19,0,100,0,0,38.1,1927,64268,86,15.06,615,70.09,34.44,45.75,43,0,0,0
"19643900000000_429",0.19,0,70.94,0,29.06,37.28,2001,113152,19,14.77,645,52.86,34.44,50.57,8.9,0,0,0
"54722600000000_636",0.19,0,100,0,0,39.84,1991,45875,71,22.89,20747,46.89,28.45,70.44,18.8,0,0,0
"36676940000000_690",0.19,0,98.65,0,1.35,39.27,1950,64226,0,6.16,161,42.99,34.44,50.39,25.45,0,0,0
"36739570000000_693",0.19,0,42.79,0,57.21,40.17,1992,66612,0,19.77,23,48.91,34.44,23.59,27.3,0,0,0
"19645500000000_697",0.19,0,100,0,0,40.42,2010,73214,72,23.62,53.5,35.94,34.92,46.47,13.35,0,0,0
"19648570000000_706",0.19,0,40.06,0,59.94,43.66,1877,33534,0,15.75,578.5,125.16,34.92,35.55,24.9,0,0,0
"19645500000000_713",0.19,0,100,0,2.56,40.42,1993,73214,72,43.74,645,35.94,34.92,46.47,13.35,0,0,0
"36739570000000_727",0.19,0,33.28,0,5.58,40.17,1978,66612,0,49.5,1894.5,48.91,34.44,23.59,27.3,0,0,0
"30665220000000_744",0.19,0,100,0,0,37.48,1931,62471,0,11.61,161,26.48,22.48,38.35,14.75,0,0,0
"19753410000000_755",0.19,0,100,0,0,36.47,1983,112260,0,19.87,161,29.39,34.92,43.7,8.45,0,0,0
"19650450000000_799",0.19,1.44,87.56,0,11,42.03,1928,79125,0,21.98,645,39.65,34.92,45.76,15.25,0,0,0
"30666500000000_881",0.19,0,97.69,0,2.31,39.15,1968,111471,40,5.14,20747,27.23,22.48,53.18,84.25,0,0,0
"30666500000000_883",0.19,0,91.28,0,3.59,39.15,1968,111471,40,5.14,20747,27.23,22.48,53.18,84.25,0,0,0
"19645200000000_899",0.19,0,98.23,0,1.77,39.09,1997,50439,84,3.97,161,45.69,34.92,56.06,57.45,0,0,0
"19645500000000_929",0.19,0,100,0,0,40.3,1927,53250,72,10.36,241,35.94,34.92,46.47,16.25,0,0,0
"19646900000000_944",0.19,0,99.84,0,0.16,37.71,2002,85625,90,26.14,27.5,67.69,34.92,53.23,35.7,0,0,0
"36677400000000_978",0.19,0,100,0,0,38.91,1961,157276,49,4.55,161,23.28,22.48,52.3,21.05,0,0,0
"36677400000000_979",0.19,0,100,0,0,38.97,1964,157276,49,4.55,20747,23.28,22.48,52.3,20.85,0,0,0
"19643000000000_1044",0.19,0,100,0,0,39.23,1944,70625,90,10.43,615,61.64,34.92,48.44,27.5,0,0,0
"19645500000000_1100",0.19,0,100,0,0,40.46,2003,53636,72,16.38,1894.5,38.68,34.92,45.9,13.55,0,0,0
"19645500000000_1101",0.19,0,92.6,0,1.19,40.44,2005,53250,72,16.38,271.5,38.68,34.92,45.9,13.55,0,0,0
"33670600000000_1112",0.19,0,100,0,0,43.15,1984,41717,91,12.28,38.5,18.56,31.72,25.35,23.3,0,0,0
"36678800000000_1216",0.19,0,95,0,5,40.41,2014,42417,88,11.32,53.5,92.63,34.44,56.7,45.5,0,0,0
"33670800000000_1236",0.19,0,99.92,0,0.08,39.39,2003,61250,92,18.7,98.5,55.99,31.72,35.84,31.15,0,0,0
"19648700000000_1247",0.19,0,100,0,0,38.08,1955,64712,6,19.91,20747,56.27,34.92,58.7,33.6,0,0,0
"36677100000000_1257",0.19,0,99.44,0,0.56,38.91,1993,115524,82,12.73,42,36.42,34.44,39.97,23.5,0,0,0
"19646300000000_1321",0.19,0,100,0,0,37.95,1916,43333,49,10,199,99.47,34.92,50.73,35.75,0,0,0
"19648400000000_1488",0.19,0,98.88,0,1.12,39.72,1962,60595,81,56.12,112.5,54.01,34.92,61.38,20.6,0,0,0
"19644400000000_1567",0.19,0,100,0,0,35.82,2000,64628,70,14.99,85.5,41.08,34.92,51.39,19.7,0,0,0
"42767900000000_1575",0.19,0,100,0,0,35.89,1953,41667,62,5.07,161,46.07,24.3,44.87,79.95,0,0,0
"42767900000000_1576",0.19,0,100,0,0,35.89,1999,41667,62,5.07,112.5,46.07,24.3,44.87,79.95,0,0,0
"42767900000000_1577",0.19,0,77.04,0,1.36,35.89,1969,41667,62,5.07,161,46.07,24.3,44.87,79.95,0,0,0
"42767900000000_1578",0.19,2.94,33.28,0,10.39,35.89,2003,41667,62,5.07,161,46.07,24.3,44.87,79.95,0,0,0
"42767900000000_1579",0.19,0,100,0,0,35.89,1953,41667,62,5.07,161,46.07,24.3,44.87,79.95,0,0,0
"42767900000000_1580",0.19,0,83.56,0,0,35.89,2007,41667,62,5.07,161,46.07,24.3,44.87,79.95,0,0,0
"42767900000000_1581",0.19,0,98.33,0,3.35,35.89,2007,41667,62,5.07,112.5,46.07,24.3,44.87,79.95,0,0,0
"19734400000000_1711",0.19,0,100,0,0,40.51,2007,29628,89,33,645,95.67,34.92,58.61,99.9,0,0,0
"19647700000000_1721",0.19,0,100,0,0,39.97,2013,72065,39,13.07,112.5,50.14,34.92,68.85,23.3,0,0,0
"19649800000000_1726",0.19,0,100,0,0,34.05,1999,150930,33,32.84,112.5,23.39,34.92,44.29,7.65,0,0,0
"19644400000000_1736",0.19,0,100,0,0,35.77,1965,96250,70,23.85,161,34.5,34.92,55.8,14.9,0,0,0
"36677100000000_1741",0.19,0,98.97,0,1.03,39.77,1994,78785,82,18.16,112.5,58.95,34.44,60.64,26.5,0,0,0
"19753400000000_1816",0.19,0,100,0,0,36.72,1946,125625,22,23.22,36,28.1,34.92,34.39,9.05,0,0,0
"33670800000000_1926",0.19,0,92.18,0,7.82,40.47,2003,54948,92,19.08,241,105.4,31.72,34.02,40.6,0,0,0
"33670800000000_1927",0.19,0,94.12,0,5.88,40.53,2003,54948,92,19.08,13,105.4,31.72,34.02,40.6,0,0,0
"36678800000000_1960",0.19,0,99.2,0,0.8,40.91,2001,64716,88,5.51,36,59.26,34.44,45.86,8.8,0,0,0
"36678300000000_1998",0.19,0,100,0,0,39.89,2018,32000,85,2.8,20747,57.95,34.44,53.41,20.65,0,0,0
"36678300000000_1999",0.19,0,100,0,5.37,39.89,2018,73158,85,2.8,20747,57.95,34.44,53.41,31.45,0,0,0
"19646300000000_2069",0.19,0,100,0,0,39.24,2005,52569,49,24.25,615,91.63,34.92,45.03,32.15,0,0,0
"19646300000000_2070",0.19,0,100,0,0,39.11,2008,68580,49,24.25,36,96.16,34.92,46.63,32.15,0,0,0
"36677800000000_2071",0.19,0,78.63,0,21.37,45.48,2011,42358,84,6.96,13,60.97,34.44,26.31,17.1,0,0,0
"19646300000000_2118",0.19,0,100,0,0,39.14,2004,52569,49,12.03,83,91.63,34.92,45.03,32.45,0,0,0
"19646300000000_2181",0.19,0,46.06,0,16.81,39.14,2004,52569,49,11.45,241,91.63,34.92,45.03,24.9,0,0,0
"19646300000000_2183",0.19,0,98.88,0,13.1,39.14,1887,52569,49,19.97,16,91.63,34.92,45.03,15.95,0,0,0
"33672100000000_2203",0.19,0,98.57,0,1.43,41.89,1996,33958,91,11.28,112.5,54.1,31.72,59.35,22.85,0,0,0
"33671800000000_2226",0.19,0,99.84,0,0.16,42.7,2008,59063,81,13,161,75.75,31.72,41.33,28.75,0,0,0
"19734400000000_2244",0.19,0,100,0,0,38.73,2008,61450,89,5.5,15,120.42,34.92,64.43,23.35,0,0,0
"19646300000000_2317",0.19,0,98.25,0,21.05,39.14,1960,52569,49,13.47,361.5,91.63,34.92,45.03,25.2,0,0,0
"19769900000000_2378",0.19,0,100,0,0,40.23,2016,50199,75,9.5,161,48.65,34.92,59.95,23.75,0,0,0
"19734400000000_2393",0.19,0,100,0,0,38.67,2013,61450,89,16.2,53.5,120.42,34.92,64.43,15.8,0,0,0
"54721400000000_2412",0.19,0,100,0,0,39.02,2010,80500,87,86.91,85.5,45.49,28.45,58.98,15.6,0,0,0
"54721400000000_2415",0.19,0,100,0,7.62,39.02,2010,51169,87,13.31,85.5,45.49,28.45,58.98,35.7,0,0,0
"30666100000000_2467",0.19,0,97.85,0,2.15,36.61,1958,49263,35,2.5,161,45.73,22.48,52.62,25.5,0,0,0
"19753400000000_2478",0.19,0,100,0,0,35.48,2007,40516,22,0.75,20747,61.84,34.92,64.38,29.1,0,0,0
"19647900000000_2508",0.19,0,100,0,0,40.03,1993,37361,61,15.28,112.5,28.74,34.92,53.95,34.35,0,0,0
"19643000000000_2543",0.19,0,100,0,0,38.58,1991,53906,90,22.2,53.5,60.78,34.92,52.4,30.3,0,0,0
"30103100000000_2644",0.19,0,100,0,0,39.55,1998,97537,83,9.9,161,37.15,22.48,60.42,17,0,0,0
"33670600000000_2734",0.19,0,84.47,0,15.53,43.61,1897,79118,91,27.41,241,19.27,31.72,21.28,13.65,0,0,0
"56725400000000_2877",0.19,0,100,0,0,36.36,2000,97159,95,15.18,278.5,62.54,26.69,40.28,22.3,0,0,0
"33103300000000_2974",0.19,0.56,87.78,0,11.67,40.59,2006,85972,65,280.47,1894.5,37.94,31.72,36.62,35.05,0,0,0
